日期,指数,市净率,等权市净率,市净率中位数
2023-02-17,3224.02,1.32,3.55,2.51
2023-02-20,3290.34,1.35,3.59,2.55
2023-02-21,3306.52,1.35,3.6,2.58
2023-02-22,3291.15,1.35,3.61,2.58
2023-02-23,3287.48,1.35,3.6,2.59
2023-02-24,3267.16,1.34,3.55,2.56
2023-02-27,3258.03,1.33,3.52,2.56
2023-02-28,3279.61,1.34,3.54,2.56
2023-03-01,3312.35,1.35,3.56,2.59
2023-03-02,3310.65,1.36,3.53,2.59
2023-03-03,3328.39,1.37,3.54,2.59
2023-03-06,3322.03,1.36,3.56,2.6
2023-03-07,3285.1,1.35,3.48,2.55
2023-03-08,3283.25,1.35,3.5,2.56
2023-03-09,3276.09,1.35,3.55,2.57
2023-03-10,3230.08,1.33,3.51,2.53
2023-03-13,3268.7,1.35,3.52,2.53
2023-03-14,3245.31,1.34,3.49,2.5
2023-03-15,3263.31,1.35,3.51,2.52
2023-03-16,3226.89,1.34,3.45,2.48
2023-03-17,3250.55,1.35,3.47,2.51
2023-03-20,3234.91,1.34,3.46,2.49
2023-03-21,3255.65,1.34,3.54,2.54
2023-03-22,3265.75,1.35,3.5,2.54
2023-03-23,3286.65,1.36,3.55,2.54
2023-03-24,3265.65,1.34,3.55,2.53
2023-03-27,3251.4,1.33,3.54,2.54
2023-03-28,3245.38,1.33,3.51,2.52
2023-03-29,3240.06,1.33,3.5,2.52
2023-03-30,3261.25,1.33,3.5,2.51
2023-03-31,3272.86,1.33,3.54,2.54
2023-04-03,3296.4,1.34,3.59,2.56
2023-04-04,3312.56,1.35,3.55,2.53
2023-04-06,3312.63,1.35,3.57,2.52
2023-04-07,3327.65,1.36,3.61,2.55
2023-04-10,3315.36,1.36,3.57,2.53
2023-04-11,3313.57,1.36,3.56,2.53
2023-04-12,3327.18,1.36,3.58,2.55
2023-04-13,3318.36,1.36,3.56,2.53
2023-04-14,3338.15,1.37,3.59,2.53
2023-04-17,3385.61,1.4,3.59,2.54
2023-04-18,3393.33,1.4,3.57,2.54
2023-04-19,3370.13,1.39,3.55,2.53
2023-04-20,3367.03,1.39,3.49,2.51
2023-04-21,3301.26,1.36,3.46,2.45
2023-04-24,3275.41,1.35,3.42,2.43
2023-04-25,3264.87,1.35,3.31,2.37
2023-04-26,3264.1,1.33,3.32,2.38
2023-04-27,3285.88,1.34,3.3,2.39
2023-04-28,3323.27,1.35,3.34,2.42
2023-05-04,3350.46,1.34,3.31,2.42
2023-05-05,3334.5,1.33,3.31,2.38
2023-05-08,3395.0,1.37,3.32,2.39
2023-05-09,3357.67,1.35,3.26,2.35
2023-05-10,3319.15,1.33,3.27,2.38
2023-05-11,3309.55,1.32,3.29,2.39
2023-05-12,3272.36,1.31,3.25,2.36
2023-05-15,3310.74,1.32,3.28,2.4
2023-05-16,3290.99,1.31,3.3,2.39
2023-05-17,3284.23,1.31,3.29,2.4
2023-05-18,3297.32,1.32,3.3,2.42
2023-05-19,3283.54,1.31,3.32,2.42
2023-05-22,3296.47,1.32,3.34,2.45
2023-05-23,3246.24,1.29,3.31,2.43
2023-05-24,3204.75,1.28,3.31,2.42
2023-05-25,3201.26,1.28,3.31,2.43
2023-05-26,3212.5,1.28,3.33,2.43
2023-05-29,3221.45,1.29,3.31,2.43
2023-05-30,3224.21,1.29,3.32,2.43
2023-05-31,3204.56,1.28,3.32,2.43
2023-06-01,3204.63,1.29,3.33,2.45
2023-06-02,3230.07,1.3,3.35,2.47
2023-06-05,3232.44,1.3,3.36,2.48
2023-06-06,3195.34,1.28,3.3,2.42
2023-06-07,3197.76,1.28,3.31,2.44
2023-06-08,3213.59,1.29,3.29,2.43
2023-06-09,3231.41,1.31,3.31,2.44
2023-06-12,3228.83,1.3,3.33,2.45
2023-06-13,3233.67,1.3,3.36,2.47
2023-06-14,3228.99,1.3,3.37,2.47
2023-06-15,3252.98,1.31,3.39,2.48
2023-06-16,3273.33,1.32,3.42,2.48
2023-06-19,3255.81,1.31,3.43,2.47
2023-06-20,3240.36,1.3,3.43,2.47
2023-06-21,3197.9,1.29,3.37,2.45
2023-06-26,3150.62,1.27,3.3,2.4
2023-06-27,3189.44,1.29,3.35,2.44
2023-06-28,3189.38,1.29,3.34,2.45
2023-06-29,3182.38,1.29,3.36,2.49
2023-06-30,3202.06,1.3,3.45,2.53
2023-07-03,3243.98,1.32,3.47,2.52
2023-07-04,3245.35,1.31,3.5,2.55
2023-07-05,3222.95,1.31,3.46,2.54
2023-07-06,3205.57,1.3,3.46,2.54
2023-07-07,3196.61,1.3,3.43,2.52
2023-07-10,3203.7,1.3,3.43,2.52
2023-07-11,3221.37,1.31,3.47,2.55
2023-07-12,3196.13,1.3,3.42,2.51
2023-07-13,3236.48,1.32,3.45,2.54
2023-07-14,3237.7,1.32,3.45,2.54
2023-07-17,3209.63,1.32,3.44,2.53
2023-07-18,3197.82,1.31,3.44,2.52
2023-07-19,3198.84,1.32,3.43,2.51
2023-07-20,3169.52,1.31,3.39,2.49
2023-07-21,3167.75,1.31,3.38,2.48
2023-07-24,3164.16,1.3,3.37,2.48
2023-07-25,3231.52,1.33,3.42,2.54
2023-07-26,3223.03,1.33,3.41,2.52
2023-07-27,3216.67,1.33,3.39,2.5
2023-07-28,3275.93,1.35,3.4,2.51
2023-07-31,3291.04,1.36,3.42,2.53
2023-08-01,3290.95,1.36,3.41,2.51
2023-08-02,3261.69,1.34,3.41,2.51
2023-08-03,3280.46,1.35,3.41,2.51
2023-08-04,3288.08,1.36,3.41,2.5
2023-08-07,3268.83,1.35,3.39,2.47
2023-08-08,3260.62,1.35,3.33,2.48
2023-08-09,3244.49,1.34,3.31,2.45
2023-08-10,3254.56,1.35,3.32,2.47
2023-08-11,3189.25,1.32,3.27,2.43
2023-08-14,3178.43,1.31,3.28,2.43
2023-08-15,3176.18,1.31,3.29,2.42
2023-08-16,3150.13,1.3,3.26,2.39
2023-08-17,3163.74,1.31,3.25,2.43
2023-08-18,3131.95,1.29,3.22,2.4
2023-08-21,3092.98,1.28,3.27,2.38
2023-08-22,3120.33,1.29,3.24,2.39
2023-08-23,3078.4,1.28,3.21,2.34
2023-08-24,3082.24,1.28,3.22,2.34
2023-08-25,3064.07,1.27,3.1,2.28
2023-08-28,3098.64,1.28,3.13,2.29
2023-08-29,3135.89,1.29,3.22,2.36
2023-08-30,3137.14,1.28,3.21,2.39
2023-08-31,3119.88,1.27,3.24,2.37
2023-09-01,3133.25,1.27,3.23,2.37
2023-09-04,3177.06,1.29,3.26,2.4
2023-09-05,3154.37,1.28,3.24,2.4
2023-09-06,3158.08,1.28,3.26,2.4
2023-09-07,3122.35,1.27,3.2,2.36
2023-09-08,3116.72,1.27,3.21,2.36
2023-09-11,3142.78,1.28,3.24,2.41
2023-09-12,3137.06,1.27,3.23,2.39
2023-09-13,3123.07,1.27,3.2,2.36
2023-09-14,3126.55,1.27,3.17,2.34
2023-09-15,3117.74,1.27,3.18,2.35
2023-09-18,3125.93,1.27,3.19,2.37
2023-09-19,3124.96,1.27,3.16,2.34
2023-09-20,3108.57,1.27,3.14,2.32
2023-09-21,3084.7,1.26,3.11,2.3
2023-09-22,3132.43,1.28,3.17,2.35
2023-09-25,3115.61,1.27,3.2,2.34
2023-09-26,3102.27,1.27,3.19,2.33
2023-09-27,3107.32,1.27,3.2,2.34
2023-09-28,3110.48,1.27,3.23,2.35
2023-10-09,3096.92,1.26,3.2,2.32
2023-10-10,3075.24,1.25,3.2,2.32
2023-10-11,3078.96,1.25,3.21,2.32
2023-10-12,3107.9,1.27,3.22,2.34
2023-10-13,3088.1,1.26,3.2,2.32
2023-10-16,3073.81,1.26,3.17,2.31
2023-10-17,3083.5,1.26,3.16,2.3
2023-10-18,3058.71,1.26,3.15,2.25
2023-10-19,3005.39,1.23,3.13,2.23
2023-10-20,2983.06,1.22,3.09,2.21
2023-10-23,2939.29,1.21,3.02,2.15
2023-10-24,2962.24,1.21,3.05,2.21
2023-10-25,2974.11,1.21,3.08,2.23
2023-10-26,2988.3,1.21,3.08,2.24
2023-10-27,3017.78,1.22,3.14,2.28
2023-10-30,3021.55,1.2,3.14,2.3
2023-10-31,3018.77,1.2,3.09,2.28
2023-11-01,3023.08,1.2,3.09,2.28
2023-11-02,3009.41,1.2,3.05,2.27
2023-11-03,3030.8,1.2,3.1,2.29
2023-11-06,3058.41,1.21,3.17,2.33
2023-11-07,3057.27,1.21,3.19,2.34
2023-11-08,3052.37,1.2,3.2,2.34
2023-11-09,3053.28,1.21,3.17,2.34
2023-11-10,3038.97,1.2,3.17,2.35
2023-11-13,3046.53,1.2,3.2,2.37
2023-11-14,3056.07,1.21,3.22,2.38
2023-11-15,3072.83,1.21,3.24,2.4
2023-11-16,3050.93,1.21,3.22,2.38
2023-11-17,3054.37,1.2,3.25,2.39
2023-11-20,3068.32,1.21,3.28,2.42
2023-11-21,3067.93,1.21,3.26,2.4
2023-11-22,3043.61,1.2,3.18,2.37
2023-11-23,3061.86,1.21,3.21,2.42
2023-11-24,3040.97,1.2,3.17,2.39
2023-11-27,3031.7,1.19,3.18,2.38
2023-11-28,3038.55,1.2,3.2,2.41
2023-11-29,3021.69,1.19,3.19,2.4
2023-11-30,3029.67,1.2,3.17,2.39
2023-12-01,3031.64,1.2,3.19,2.38
2023-12-04,3022.91,1.19,3.2,2.39
2023-12-05,2972.3,1.17,3.14,2.36
2023-12-06,2968.93,1.17,3.16,2.37
2023-12-07,2966.21,1.17,3.15,2.37
2023-12-08,2969.56,1.17,3.14,2.34
2023-12-11,2991.44,1.18,3.17,2.36
2023-12-12,3003.44,1.19,3.18,2.37
2023-12-13,2968.76,1.17,3.17,2.36
2023-12-14,2958.99,1.17,3.17,2.36
2023-12-15,2942.56,1.16,3.16,2.36
2023-12-18,2930.8,1.16,3.12,2.32
2023-12-19,2932.39,1.16,3.13,2.32
2023-12-20,2902.11,1.15,3.05,2.3
2023-12-21,2918.71,1.16,3.06,2.31
2023-12-22,2914.78,1.16,3.06,2.29
2023-12-25,2918.81,1.16,3.05,2.28
2023-12-26,2898.88,1.16,2.98,2.25
2023-12-27,2914.61,1.16,3.0,2.26
2023-12-28,2954.7,1.18,3.05,2.32
2023-12-29,2974.93,1.19,3.1,2.36
2024-01-02,2962.28,1.19,3.09,2.36
2024-01-03,2967.25,1.18,3.07,2.35
2024-01-04,2954.35,1.18,3.05,2.34
2024-01-05,2929.18,1.17,3.03,2.3
2024-01-08,2887.54,1.16,2.93,2.26
2024-01-09,2893.25,1.16,2.94,2.28
2024-01-10,2877.7,1.15,2.96,2.26
2024-01-11,2886.65,1.15,3.0,2.29
2024-01-12,2881.98,1.15,2.98,2.27
2024-01-15,2886.29,1.15,2.97,2.27
2024-01-16,2893.99,1.16,2.96,2.26
2024-01-17,2833.62,1.14,2.88,2.2
2024-01-18,2845.78,1.14,2.87,2.18
2024-01-19,2832.28,1.14,2.84,2.16
2024-01-22,2756.34,1.11,2.68,2.03
2024-01-23,2770.98,1.12,2.7,2.01
2024-01-24,2820.77,1.14,2.72,2.05
2024-01-25,2906.11,1.17,2.82,2.12
2024-01-26,2910.22,1.17,2.79,2.1
2024-01-29,2883.36,1.17,2.72,2.03
2024-01-30,2830.53,1.15,2.68,1.97
2024-01-31,2788.55,1.14,2.56,1.88
2024-02-01,2770.74,1.13,2.52,1.85
2024-02-02,2730.15,1.12,2.43,1.77
2024-02-05,2702.19,1.11,2.34,1.63
2024-02-06,2789.49,1.14,2.35,1.65
2024-02-07,2829.7,1.16,2.34,1.64
2024-02-08,2865.9,1.17,2.46,1.75
2024-02-19,2910.54,1.19,2.53,1.8
2024-02-20,2922.73,1.19,2.52,1.83
2024-02-21,2950.96,1.2,2.56,1.85
2024-02-22,2988.36,1.22,2.61,1.89
2024-02-23,3004.88,1.22,2.68,1.93
2024-02-26,2977.02,1.21,2.71,1.96
2024-02-27,3015.48,1.22,2.79,2.01
2024-02-28,2957.85,1.2,2.63,1.89
2024-02-29,3015.17,1.22,2.73,1.95
2024-03-01,3027.02,1.23,2.75,1.96
2024-03-04,3039.31,1.23,2.76,1.98
2024-03-05,3047.79,1.24,2.73,1.93
2024-03-06,3039.93,1.23,2.74,1.95
2024-03-07,3027.4,1.23,2.72,1.93
2024-03-08,3046.02,1.24,2.74,1.96
2024-03-11,3068.46,1.24,2.8,2.0
2024-03-12,3055.94,1.24,2.82,2.02
2024-03-13,3043.83,1.23,2.83,2.02
2024-03-14,3038.23,1.23,2.82,2.0
2024-03-15,3054.64,1.23,2.86,2.03
2024-03-18,3084.93,1.24,2.92,2.08
2024-03-19,3062.76,1.23,2.91,2.08
2024-03-20,3079.69,1.24,2.94,2.11
2024-03-21,3077.11,1.24,2.95,2.1
2024-03-22,3048.03,1.23,2.92,2.06
2024-03-25,3026.31,1.22,2.8,2.0
2024-03-26,3031.48,1.23,2.83,1.99
2024-03-27,2993.14,1.21,2.74,1.94
2024-03-28,3010.66,1.22,2.79,1.97
2024-03-29,3041.17,1.22,2.82,2.0
2024-04-01,3077.38,1.23,2.86,2.05
2024-04-02,3074.96,1.23,2.85,2.04
2024-04-03,3069.3,1.23,2.83,2.04
2024-04-08,3047.05,1.22,2.76,1.98
2024-04-09,3048.54,1.22,2.8,2.01
2024-04-10,3027.33,1.22,2.73,1.97
2024-04-11,3034.25,1.22,2.73,1.98
2024-04-12,3019.47,1.21,2.71,1.96
2024-04-15,3057.38,1.23,2.63,1.9
2024-04-16,3007.07,1.22,2.48,1.78
2024-04-17,3071.38,1.24,2.59,1.89
2024-04-18,3074.22,1.24,2.59,1.89
2024-04-19,3065.26,1.24,2.56,1.87
2024-04-22,3044.6,1.23,2.56,1.87
2024-04-23,3021.98,1.22,2.56,1.88
2024-04-24,3044.82,1.22,2.61,1.91
2024-04-25,3052.9,1.23,2.58,1.91
2024-04-26,3088.64,1.24,2.66,1.93
2024-04-29,3113.04,1.24,2.73,1.98
2024-04-30,3104.82,1.22,2.73,1.97
2024-05-06,3140.72,1.23,2.77,2.01
2024-05-07,3147.74,1.23,2.78,2.03
2024-05-08,3128.48,1.23,2.74,2.0
2024-05-09,3154.32,1.23,2.78,2.04
2024-05-10,3154.55,1.24,2.75,2.02
2024-05-13,3148.02,1.24,2.75,1.98
2024-05-14,3145.77,1.24,2.77,2.0
2024-05-15,3119.9,1.23,2.75,1.98
2024-05-16,3122.4,1.23,2.76,1.99
2024-05-17,3154.03,1.24,2.8,2.01
2024-05-20,3171.15,1.24,2.77,2.02
2024-05-21,3157.97,1.24,2.78,2.0
2024-05-22,3158.54,1.24,2.79,2.01
2024-05-23,3116.39,1.22,2.73,1.97
2024-05-24,3088.87,1.21,2.7,1.95
2024-05-27,3124.04,1.23,2.72,1.97
2024-05-28,3109.57,1.23,2.7,1.95
2024-05-29,3111.02,1.23,2.7,1.94
2024-05-30,3091.68,1.22,2.69,1.93
2024-05-31,3086.81,1.22,2.7,1.94
2024-06-03,3078.49,1.22,2.67,1.91
2024-06-04,3091.2,1.22,2.65,1.9
2024-06-05,3065.4,1.21,2.6,1.87
2024-06-06,3048.79,1.21,2.52,1.81
2024-06-07,3051.28,1.22,2.55,1.84
2024-06-11,3028.05,1.21,2.58,1.85
2024-06-12,3037.47,1.21,2.6,1.87
2024-06-13,3028.92,1.21,2.61,1.87
2024-06-14,3032.63,1.21,2.61,1.87
2024-06-17,3015.89,1.2,2.6,1.86
2024-06-18,3030.25,1.21,2.63,1.88
2024-06-19,3018.05,1.21,2.57,1.87
2024-06-20,3005.44,1.21,2.59,1.86
2024-06-21,2998.14,1.2,2.54,1.84
2024-06-24,2963.1,1.2,2.49,1.77
2024-06-25,2950.0,1.19,2.44,1.77
2024-06-26,2972.53,1.2,2.5,1.81
2024-06-27,2945.85,1.19,2.45,1.78
2024-06-28,2967.4,1.2,2.46,1.78
2024-07-01,2994.73,1.22,2.47,1.79
2024-07-02,2997.01,1.22,2.46,1.79
2024-07-03,2982.38,1.22,2.44,1.77
2024-07-04,2957.57,1.21,2.39,1.72
2024-07-05,2949.93,1.2,2.42,1.74
2024-07-08,2922.45,1.2,2.36,1.69
2024-07-09,2959.37,1.21,2.4,1.72
2024-07-10,2939.36,1.21,2.38,1.71
2024-07-11,2970.39,1.21,2.44,1.76
2024-07-12,2971.3,1.22,2.48,1.74
2024-07-15,2974.01,1.23,2.45,1.73
2024-07-16,2976.3,1.23,2.46,1.72
2024-07-17,2962.85,1.22,2.44,1.71
2024-07-18,2977.13,1.23,2.45,1.71
2024-07-19,2982.31,1.23,2.46,1.72
2024-07-22,2964.22,1.22,2.47,1.73
2024-07-23,2915.37,1.21,2.41,1.69
2024-07-24,2901.95,1.21,2.37,1.66
2024-07-25,2886.74,1.2,2.37,1.66
2024-07-26,2890.9,1.19,2.41,1.7
2024-07-29,2891.85,1.2,2.4,1.68
2024-07-30,2879.3,1.19,2.41,1.69
2024-07-31,2938.75,1.21,2.5,1.75
2024-08-01,2932.39,1.21,2.5,1.76
2024-08-02,2905.34,1.2,2.47,1.74
2024-08-05,2860.7,1.18,2.41,1.7
2024-08-06,2867.28,1.18,2.45,1.74
2024-08-07,2869.83,1.18,2.45,1.74
2024-08-08,2869.9,1.18,2.45,1.73
2024-08-09,2862.19,1.18,2.42,1.71
2024-08-12,2858.2,1.18,2.41,1.71
2024-08-13,2867.95,1.18,2.42,1.72
2024-08-14,2850.65,1.18,2.35,1.71
2024-08-15,2877.36,1.19,2.41,1.72
2024-08-16,2879.43,1.19,2.4,1.71
2024-08-19,2893.67,1.2,2.34,1.69
2024-08-20,2866.66,1.19,2.31,1.67
2024-08-21,2856.58,1.18,2.3,1.67
2024-08-22,2848.77,1.18,2.27,1.63
2024-08-23,2854.37,1.18,2.25,1.62
2024-08-26,2855.52,1.18,2.26,1.64
2024-08-27,2848.73,1.18,2.28,1.61
2024-08-28,2837.43,1.18,2.24,1.62
2024-08-29,2823.11,1.16,2.28,1.64
2024-08-30,2842.21,1.17,2.39,1.67
2024-09-02,2811.04,1.16,2.34,1.65
2024-09-03,2802.98,1.14,2.37,1.66
2024-09-04,2784.28,1.13,2.36,1.66
2024-09-05,2788.31,1.13,2.38,1.67
2024-09-06,2765.81,1.12,2.34,1.64
2024-09-09,2736.49,1.11,2.33,1.63
2024-09-10,2744.19,1.11,2.33,1.64
2024-09-11,2721.8,1.1,2.33,1.63
2024-09-12,2717.12,1.1,2.32,1.63
2024-09-13,2704.09,1.1,2.3,1.6
2024-09-18,2717.28,1.1,2.29,1.59
2024-09-19,2736.02,1.11,2.34,1.63
2024-09-20,2736.81,1.11,2.33,1.62
2024-09-23,2748.92,1.12,2.33,1.62
2024-09-24,2863.13,1.16,2.41,1.68
2024-09-25,2896.31,1.18,2.43,1.7
2024-09-26,3000.95,1.22,2.51,1.76
2024-09-27,3087.53,1.24,2.63,1.84
2024-09-30,3336.5,1.33,2.9,2.03
2024-10-08,3489.78,1.39,3.08,2.17
2024-10-09,3258.86,1.3,2.85,1.98
2024-10-10,3301.93,1.33,2.87,2.0
2024-10-11,3217.74,1.3,2.76,1.91
2024-10-14,3284.32,1.32,2.84,1.97
2024-10-15,3201.29,1.29,2.79,1.94
2024-10-16,3202.95,1.29,2.79,1.94
2024-10-17,3169.38,1.28,2.79,1.93
2024-10-18,3261.56,1.31,2.85,1.99
2024-10-21,3268.11,1.31,2.9,2.01
2024-10-22,3285.87,1.32,2.92,2.04
2024-10-23,3302.8,1.32,2.94,2.05
2024-10-24,3280.26,1.31,2.96,2.06
2024-10-25,3299.7,1.31,3.01,2.09
2024-10-28,3322.2,1.31,3.05,2.14
2024-10-29,3286.41,1.3,3.07,2.1
2024-10-30,3266.24,1.28,3.06,2.08
2024-10-31,3279.82,1.26,2.99,2.09
2024-11-01,3272.01,1.26,2.94,2.05
2024-11-04,3310.21,1.27,2.99,2.1
2024-11-05,3386.99,1.3,3.08,2.14
2024-11-06,3383.81,1.29,3.1,2.16
2024-11-07,3470.66,1.33,3.17,2.2
2024-11-08,3452.3,1.32,3.19,2.21
2024-11-11,3470.07,1.32,3.28,2.27
2024-11-12,3421.97,1.3,3.24,2.26
2024-11-13,3439.28,1.31,3.24,2.25
2024-11-14,3379.84,1.29,3.15,2.18
2024-11-15,3330.73,1.28,3.07,2.14
2024-11-18,3323.85,1.28,2.99,2.08
2024-11-19,3346.01,1.28,3.05,2.15
2024-11-20,3367.99,1.29,3.12,2.19
2024-11-21,3370.4,1.29,3.13,2.19
2024-11-22,3267.19,1.25,3.01,2.11
2024-11-25,3263.76,1.25,3.04,2.13
2024-11-26,3259.76,1.25,3.03,2.12
2024-11-27,3309.78,1.27,3.07,2.14
2024-11-28,3295.7,1.26,3.08,2.13
2024-11-29,3326.46,1.27,3.13,2.18
2024-12-02,3363.98,1.28,3.19,2.22
2024-12-03,3378.81,1.29,3.2,2.23
2024-12-04,3364.65,1.29,3.15,2.2
2024-12-05,3368.86,1.29,3.2,2.23
2024-12-06,3404.08,1.3,3.23,2.23
2024-12-09,3402.53,1.3,3.21,2.23
2024-12-10,3422.66,1.31,3.24,2.25
2024-12-11,3432.49,1.31,3.29,2.29
2024-12-12,3461.5,1.32,3.32,2.31
2024-12-13,3391.88,1.3,3.26,2.27
2024-12-16,3386.33,1.3,3.23,2.26
2024-12-17,3361.49,1.3,3.13,2.18
2024-12-18,3382.21,1.3,3.16,2.19
2024-12-19,3370.03,1.3,3.15,2.18
2024-12-20,3368.07,1.3,3.19,2.2
2024-12-23,3351.26,1.3,3.07,2.11
2024-12-24,3393.53,1.32,3.09,2.14
2024-12-25,3393.35,1.32,3.04,2.1
2024-12-26,3398.08,1.32,3.1,2.13
2024-12-27,3400.14,1.32,3.11,2.15
2024-12-30,3407.33,1.33,3.04,2.13
2024-12-31,3351.76,1.31,2.97,2.09
2025-01-02,3262.56,1.27,2.91,2.04
2025-01-03,3211.43,1.26,2.81,1.98
2025-01-06,3206.92,1.25,2.79,1.97
2025-01-07,3229.64,1.26,2.85,2.01
2025-01-08,3230.17,1.27,2.85,2.0
2025-01-09,3211.39,1.26,2.9,2.0
2025-01-10,3168.52,1.24,2.84,1.96
2025-01-13,3160.76,1.24,2.84,1.95
2025-01-14,3240.94,1.27,2.97,2.03
2025-01-15,3227.12,1.26,2.96,2.02
2025-01-16,3236.03,1.27,2.97,2.04
2025-01-17,3241.82,1.27,2.98,2.02
2025-01-20,3244.38,1.26,3.0,2.06
2025-01-21,3242.62,1.26,3.0,2.06
2025-01-22,3213.62,1.25,2.97,2.05
2025-01-23,3230.16,1.26,2.96,2.05
2025-01-24,3252.63,1.27,2.99,2.07
2025-01-27,3250.6,1.27,2.96,2.04
2025-02-05,3229.49,1.26,2.99,2.06
2025-02-06,3270.66,1.27,3.06,2.09
2025-02-07,3303.67,1.28,3.1,2.11
2025-02-10,3322.17,1.29,3.16,2.14
2025-02-11,3318.06,1.29,3.15,2.12
2025-02-12,3346.39,1.3,3.19,2.15
2025-02-13,3332.48,1.29,3.15,2.13
2025-02-14,3346.72,1.3,3.16,2.13
2025-02-17,3355.83,1.3,3.2,2.16
2025-02-18,3324.49,1.3,3.13,2.13
2025-02-19,3351.54,1.3,3.2,2.17
2025-02-20,3350.78,1.3,3.22,2.19
2025-02-21,3379.11,1.31,3.27,2.2
2025-02-24,3373.03,1.3,3.23,2.2
2025-02-25,3346.04,1.29,3.2,2.2
2025-02-26,3380.21,1.3,3.25,2.24
2025-02-27,3388.06,1.3,3.24,2.25
2025-02-28,3320.9,1.28,3.15,2.19
2025-03-03,3316.93,1.28,3.15,2.2
2025-03-04,3324.21,1.28,3.19,2.23
2025-03-05,3341.96,1.29,3.2,2.23
2025-03-06,3381.1,1.3,3.26,2.27
2025-03-07,3372.55,1.3,3.29,2.26
2025-03-10,3366.16,1.29,3.3,2.26
2025-03-11,3379.83,1.3,3.28,2.26
2025-03-12,3371.92,1.29,3.33,2.28
2025-03-13,3358.73,1.29,3.28,2.25
2025-03-14,3419.56,1.31,3.33,2.28
2025-03-17,3426.13,1.32,3.32,2.29
2025-03-18,3429.76,1.32,3.29,2.31
2025-03-19,3426.43,1.32,3.27,2.29
2025-03-20,3408.95,1.31,3.3,2.29
2025-03-21,3364.83,1.29,3.24,2.26
2025-03-24,3370.03,1.3,3.2,2.21
2025-03-25,3369.98,1.3,3.17,2.2
2025-03-26,3368.7,1.3,3.2,2.22
2025-03-27,3373.75,1.3,3.2,2.21
2025-03-28,3351.31,1.28,3.16,2.19
2025-03-31,3335.75,1.27,3.14,2.17
2025-04-01,3348.44,1.28,3.17,2.2
2025-04-02,3350.13,1.28,3.17,2.22
2025-04-03,3342.01,1.28,3.15,2.19
2025-04-07,3096.58,1.2,2.82,1.97
2025-04-08,3145.55,1.22,2.81,1.97
2025-04-09,3186.81,1.23,2.88,2.0
2025-04-10,3223.64,1.24,2.95,2.05
2025-04-11,3238.23,1.24,3.0,2.06
2025-04-14,3262.81,1.25,3.05,2.1
2025-04-15,3267.66,1.26,3.04,2.11
2025-04-16,3276.0,1.27,3.01,2.07
2025-04-17,3280.34,1.26,3.03,2.09
2025-04-18,3276.73,1.27,3.01,2.08
2025-04-21,3291.43,1.27,3.07,2.12
2025-04-22,3299.76,1.27,3.03,2.12
2025-04-23,3296.36,1.27,3.04,2.13
2025-04-24,3297.29,1.27,3.06,2.11
2025-04-25,3295.06,1.26,3.06,2.11
2025-04-28,3288.41,1.26,3.02,2.07
2025-04-29,3286.65,1.26,3.01,2.09
2025-04-30,3279.03,1.23,3.08,2.11
2025-05-06,3316.11,1.24,3.18,2.17
2025-05-07,3342.67,1.25,3.19,2.18
2025-05-08,3352.0,1.25,3.22,2.19
2025-05-09,3342.0,1.25,3.18,2.19
2025-05-12,3369.24,1.26,3.22,2.21
2025-05-13,3374.87,1.26,3.21,2.2
2025-05-14,3403.95,1.28,3.21,2.2
2025-05-15,3380.82,1.27,3.18,2.19
2025-05-16,3367.46,1.26,3.19,2.2
2025-05-19,3367.58,1.26,3.23,2.22
2025-05-20,3380.48,1.27,3.26,2.26
2025-05-21,3387.57,1.27,3.25,2.25
2025-05-22,3380.19,1.27,3.22,2.22
2025-05-23,3348.37,1.26,3.18,2.2
2025-05-26,3346.84,1.26,3.21,2.22
2025-05-27,3340.69,1.26,3.22,2.23
2025-05-28,3339.93,1.26,3.21,2.22
2025-05-29,3363.45,1.26,3.26,2.25
2025-05-30,3347.49,1.26,3.23,2.21
2025-06-03,3361.98,1.26,3.25,2.23
2025-06-04,3376.2,1.27,3.28,2.27
2025-06-05,3384.1,1.27,3.3,2.27
2025-06-06,3385.36,1.27,3.31,2.28
2025-06-09,3399.77,1.28,3.36,2.31
2025-06-10,3384.82,1.27,3.33,2.28
2025-06-11,3402.32,1.28,3.35,2.29
2025-06-12,3402.66,1.28,3.36,2.29
2025-06-13,3377.0,1.27,3.3,2.24
2025-06-16,3388.73,1.28,3.32,2.26
2025-06-17,3387.4,1.28,3.31,2.26
2025-06-18,3388.81,1.28,3.3,2.25
2025-06-19,3362.11,1.27,3.25,2.22
2025-06-20,3359.9,1.27,3.23,2.22
2025-06-23,3381.58,1.28,3.28,2.26
2025-06-24,3420.57,1.29,3.34,2.29
2025-06-25,3455.97,1.31,3.37,2.32
2025-06-26,3448.45,1.3,3.36,2.33
2025-06-27,3424.23,1.29,3.38,2.33
2025-06-30,3444.43,1.3,3.43,2.38
2025-07-01,3457.75,1.31,3.44,2.39
2025-07-02,3454.79,1.31,3.42,2.37
2025-07-03,3461.15,1.31,3.43,2.4
2025-07-04,3472.32,1.31,3.41,2.39
2025-07-07,3473.13,1.32,3.42,2.38
2025-07-08,3497.48,1.32,3.46,2.42
2025-07-09,3493.05,1.32,3.45,2.41
2025-07-10,3509.68,1.33,3.45,2.42
2025-07-11,3510.18,1.33,3.46,2.43
