date,close,congestion
2025-02-20,3350.78,0.4026
2025-02-21,3379.11,0.4259
2025-02-24,3373.03,0.4106
2025-02-25,3346.04,0.4144
2025-02-26,3380.21,0.3935
2025-02-27,3388.06,0.3912
2025-02-28,3320.9,0.3794
2025-03-03,3316.93,0.3702
2025-03-04,3324.21,0.3757
2025-03-05,3341.96,0.3767
2025-03-06,3381.1,0.3824
2025-03-07,3372.55,0.3795
2025-03-10,3366.16,0.3607
2025-03-11,3379.83,0.3623
2025-03-12,3371.92,0.3576
2025-03-13,3358.73,0.3473
2025-03-14,3419.56,0.3711
2025-03-17,3426.13,0.3478
2025-03-18,3429.76,0.3533
2025-03-19,3426.43,0.3549
2025-03-20,3408.95,0.3467
2025-03-21,3364.83,0.3377
2025-03-24,3370.03,0.3168
2025-03-25,3369.98,0.3392
2025-03-26,3368.7,0.3408
2025-03-27,3373.75,0.3311
2025-03-28,3351.31,0.3226
2025-03-31,3335.75,0.3369
2025-04-01,3348.44,0.3305
2025-04-02,3350.13,0.338
2025-04-03,3342.01,0.3483
2025-04-07,3096.58,0.3787
2025-04-08,3145.55,0.3497
2025-04-09,3186.81,0.3534
2025-04-10,3223.64,0.3531
2025-04-11,3238.23,0.3609
2025-04-14,3262.81,0.3488
2025-04-15,3267.66,0.3386
2025-04-16,3276.0,0.3465
2025-04-17,3280.34,0.3442
2025-04-18,3276.73,0.3359
2025-04-21,3291.43,0.3374
2025-04-22,3299.76,0.3373
2025-04-23,3296.36,0.3523
2025-04-24,3297.29,0.3277
2025-04-25,3295.06,0.339
2025-04-28,3288.41,0.3222
2025-04-29,3286.65,0.3265
2025-04-30,3279.03,0.3365
2025-05-06,3316.11,0.3297
2025-05-07,3342.67,0.3325
2025-05-08,3352.0,0.3399
2025-05-09,3342.0,0.3363
2025-05-12,3369.24,0.358
2025-05-13,3374.87,0.3389
2025-05-14,3403.95,0.361
2025-05-15,3380.82,0.3433
2025-05-16,3367.46,0.3328
2025-05-19,3367.58,0.3121
2025-05-20,3380.48,0.3172
2025-05-21,3387.57,0.3295
2025-05-22,3380.19,0.3116
2025-05-23,3348.37,0.3214
2025-05-26,3346.84,0.3426
2025-05-27,3340.69,0.3322
2025-05-28,3339.93,0.3391
2025-05-29,3363.45,0.3187
2025-05-30,3347.49,0.3259
2025-06-03,3361.98,0.3309
2025-06-04,3376.2,0.3239
2025-06-05,3384.1,0.3358
2025-06-06,3385.36,0.3292
2025-06-09,3399.77,0.3317
2025-06-10,3384.82,0.3125
2025-06-11,3402.32,0.3449
2025-06-12,3402.66,0.3396
2025-06-13,3377.0,0.3212
2025-06-16,3388.73,0.3511
2025-06-17,3387.4,0.3486
2025-06-18,3388.81,0.3606
2025-06-19,3362.11,0.3326
2025-06-20,3359.9,0.3397
2025-06-23,3381.58,0.3486
2025-06-24,3420.57,0.3404
2025-06-25,3455.97,0.3643
2025-06-26,3448.45,0.3679
2025-06-27,3424.23,0.3787
2025-06-30,3444.43,0.348
2025-07-01,3457.75,0.3391
2025-07-02,3454.79,0.324
2025-07-03,3461.15,0.3415
2025-07-04,3472.32,0.3521
2025-07-07,3473.13,0.3503
2025-07-08,3497.48,0.343
2025-07-09,3493.05,0.3395
2025-07-10,3509.68,0.3672
2025-07-11,3510.18,0.3795
2025-07-14,3519.65,0.3448
2025-07-15,3505.0,0.3476
2025-07-16,3503.78,0.3578
2025-07-17,3516.83,0.3586
2025-07-18,3534.48,0.3634
2025-07-21,3559.79,0.3334
2025-07-22,3581.86,0.3355
2025-07-23,3582.3,0.3504
2025-07-24,3605.73,0.3593
2025-07-25,3593.66,0.3563
2025-07-28,3597.94,0.3565
2025-07-29,3609.71,0.3604
2025-07-30,3615.72,0.3521
2025-07-31,3573.21,0.3663
2025-08-01,3559.95,0.3625
2025-08-04,3583.31,0.3392
2025-08-05,3617.6,0.3343
2025-08-06,3633.99,0.3231
2025-08-07,3639.67,0.3412
2025-08-08,3635.13,0.3345
2025-08-11,3647.55,0.333
2025-08-12,3665.92,0.3559
2025-08-13,3683.46,0.3628
2025-08-14,3666.44,0.3681
2025-08-15,3696.77,0.3806
2025-08-20,3766.21,0.3684
2025-08-21,3771.1,0.3681
2025-08-22,3825.76,0.394
2025-08-25,3883.56,0.3824
2025-08-26,3868.38,0.3799
2025-08-27,3800.35,0.3861
2025-08-28,3843.6,0.3935
2025-08-29,3857.93,0.4194
2025-09-01,3875.53,0.4113
2025-09-02,3858.13,0.4117
2025-09-03,3813.56,0.4261
2025-09-04,3765.88,0.4332
2025-09-05,3812.51,0.4306
2025-09-08,3826.84,0.4128
2025-09-09,3807.29,0.4081
2025-09-10,3812.22,0.4317
2025-09-11,3875.31,0.4346
2025-09-12,3870.6,0.428
2025-09-15,3860.5,0.4259
2025-09-16,3861.87,0.4169
2025-09-17,3876.34,0.4187
2025-09-18,3831.66,0.4222
2025-09-19,3820.09,0.4282
2025-09-22,3828.58,0.4392
2025-09-23,3821.83,0.4382
2025-09-24,3853.64,0.4524
2025-09-25,3853.3,0.4593
2025-09-26,3828.11,0.4432
