日期,收盘价,总市值,GDP,近十年分位数,总历史分位数
2016-06-13,3075.98,481950.41,685992.9,0.54131,0.5894
2016-06-14,3116.37,483569.38,685992.9,0.54377,0.59176
2016-06-15,3094.67,493901.6,685992.9,0.57789,0.62243
2016-06-16,3110.36,492018.19,685992.9,0.57313,0.61816
2016-06-19,3112.67,494975.4,685992.9,0.58159,0.62601
2016-06-20,3106.32,496388.51,685992.9,0.58611,0.63019
2016-06-21,3133.96,493481.39,685992.9,0.57501,0.62041
2016-06-22,3117.32,499590.2,685992.9,0.59885,0.64183
2016-06-23,3077.16,497947.79,685992.9,0.59285,0.63646
2016-06-26,3120.54,492524.78,685992.9,0.57172,0.6179
2016-06-27,3136.4,501623.07,685992.9,0.60419,0.64699
2016-06-28,3151.39,505756.95,685992.9,0.61529,0.65702
2016-06-29,3153.92,508106.28,685992.9,0.62022,0.66154
2016-06-30,3154.2,507551.95,685992.9,0.61997,0.6613
2016-07-03,3204.7,507540.07,685992.9,0.6194,0.66105
2016-07-04,3207.38,516378.89,685992.9,0.63625,0.67618
2016-07-05,3216.8,518587.18,685992.9,0.64612,0.68508
2016-07-06,3209.95,520735.03,685992.9,0.65434,0.6925
2016-07-07,3192.28,520849.77,685992.9,0.65448,0.69262
2016-07-10,3203.33,517605.01,685992.9,0.63913,0.67921
2016-07-11,3273.18,517269.68,685992.9,0.6379,0.67823
2016-07-12,3282.87,525649.1,685992.9,0.66626,0.70354
2016-07-13,3276.76,528769.15,685992.9,0.67612,0.71241
2016-07-14,3276.28,528429.11,685992.9,0.67502,0.71142
2016-07-17,3262.02,528075.4,685992.9,0.67406,0.7108
2016-07-18,3248.23,526361.62,685992.9,0.66749,0.70507
2016-07-19,3237.61,526422.94,685992.9,0.6679,0.70554
2016-07-20,3252.52,525795.92,685992.9,0.6642,0.70237
2016-07-21,3225.16,527210.4,685992.9,0.66968,0.70721
2016-07-24,3230.89,522608.07,685992.9,0.65598,0.6953
2016-07-25,3269.59,523316.65,685992.9,0.65762,0.69687
2016-07-26,3218.24,529484.27,685992.9,0.67982,0.71662
2016-07-27,3221.14,514563.0,685992.9,0.62515,0.66836
2016-07-28,3203.93,514452.38,685992.9,0.6249,0.66812
2016-07-31,3176.81,512053.74,685992.9,0.61981,0.66388
2016-08-01,3189.05,506684.07,685992.9,0.60871,0.6542
2016-08-02,3193.51,511098.88,685992.9,0.61817,0.66267
2016-08-03,3201.29,512714.48,685992.9,0.62145,0.6657
2016-08-04,3205.11,514660.35,685992.9,0.62531,0.66909
2016-08-07,3234.18,513707.06,685992.9,0.62269,0.66703
2016-08-08,3256.98,518768.28,685992.9,0.64118,0.68347
2016-08-09,3243.34,523568.41,685992.9,0.65762,0.69808
2016-08-10,3233.36,522517.74,685992.9,0.65393,0.69493
2016-08-11,3294.23,518720.95,685992.9,0.6401,0.68272
2016-08-14,3393.42,526619.89,685992.9,0.66708,0.70673
2016-08-15,3378.25,539979.11,685992.9,0.70448,0.73978
2016-08-16,3373.05,539895.76,685992.9,0.70407,0.73951
2016-08-17,3364.49,540662.48,685992.9,0.70571,0.74105
2016-08-18,3365.02,540332.03,685992.9,0.70419,0.7397
2016-08-21,3336.79,541356.64,685992.9,0.70654,0.74196
2016-08-22,3341.83,536656.14,685992.9,0.69503,0.73194
2016-08-23,3329.86,538275.75,685992.9,0.69914,0.73564
2016-08-24,3308.97,538511.15,685992.9,0.69996,0.73646
2016-08-25,3307.09,535894.58,685992.9,0.69351,0.73078
2016-08-28,3307.78,536428.43,685992.9,0.69338,0.73088
2016-08-29,3311.99,536885.55,685992.9,0.6942,0.7317
2016-08-30,3327.79,537671.85,685992.9,0.69667,0.73396
2016-08-31,3301.58,539348.67,685992.9,0.70078,0.73766
2016-09-01,3314.11,535886.55,685992.9,0.69145,0.72947
2016-09-04,3319.68,535583.75,685992.9,0.69009,0.72848
2016-09-05,3342.63,537289.5,685992.9,0.6942,0.73218
2016-09-06,3340.82,542277.68,685992.9,0.709,0.74523
2016-09-07,3339.56,542134.4,685992.9,0.70859,0.74496
2016-09-08,3318.04,543259.15,685992.9,0.71118,0.74721
2016-09-11,3262.6,540444.16,685992.9,0.70284,0.74012
2016-09-12,3260.33,528534.96,685992.9,0.66626,0.70823
2016-09-13,3238.73,530057.92,685992.9,0.67365,0.7148
2016-09-18,3263.12,527069.3,685992.9,0.65858,0.70197
2016-09-19,3257.4,532121.51,685992.9,0.67832,0.71931
2016-09-20,3266.64,531800.86,685992.9,0.67791,0.71905
2016-09-21,3291.12,532834.13,685992.9,0.67956,0.72059
2016-09-22,3275.67,536086.03,685992.9,0.68956,0.72929
2016-09-25,3220.28,534422.48,685992.9,0.68244,0.7233
2016-09-26,3240.75,525903.47,685992.9,0.65158,0.69652
2016-09-27,3230.89,529307.74,685992.9,0.66763,0.7106
2016-09-28,3244.39,528094.59,685992.9,0.66187,0.70569
2016-09-29,3253.28,530126.18,685992.9,0.67188,0.71439
2016-10-09,3293.87,532315.95,685992.9,0.67709,0.71914
2016-10-10,3306.56,541250.24,685992.9,0.70465,0.7432
2016-10-11,3300.01,544216.48,685992.9,0.71411,0.75152
2016-10-12,3302.65,544315.41,685992.9,0.71452,0.75197
2016-10-13,3305.85,544993.25,685992.9,0.71711,0.7542
2016-10-16,3277.88,545268.19,685992.9,0.71863,0.75571
2016-10-17,3321.33,541338.59,685992.9,0.703,0.74223
2016-10-18,3316.24,549054.61,685992.9,0.72933,0.76517
2016-10-19,3318.6,549005.46,685992.9,0.72851,0.76454
2016-10-20,3327.74,549838.07,685992.9,0.73026,0.76605
2016-10-23,3367.58,550094.2,685992.9,0.73097,0.76684
2016-10-24,3367.45,556173.03,685992.9,0.7429,0.77726
2016-10-25,3354.8,557533.08,685992.9,0.74702,0.7809
2016-10-26,3345.7,554979.23,685992.9,0.74002,0.77493
2016-10-27,3340.13,554945.57,685992.9,0.73972,0.77465
2016-10-30,3336.28,552816.37,685992.9,0.73385,0.76975
2016-10-31,3359.05,552353.57,685992.9,0.73262,0.76877
2016-11-01,3333.35,557318.85,685992.9,0.74578,0.78023
2016-11-02,3365.09,553899.57,685992.9,0.73632,0.77213
2016-11-03,3354.17,557931.56,685992.9,0.74836,0.78252
2016-11-06,3356.59,557090.61,685992.9,0.74414,0.77904
2016-11-07,3371.12,558080.64,685992.9,0.74825,0.78267
2016-11-08,3353.05,561244.25,685992.9,0.75195,0.78594
2016-11-09,3390.61,558090.24,685992.9,0.74784,0.78247
2016-11-10,3417.22,565944.5,685992.9,0.75946,0.79248
2016-11-13,3430.25,569880.39,685992.9,0.76512,0.79752
2016-11-14,3429.87,572371.09,685992.9,0.77088,0.80255
2016-11-15,3429.59,573244.7,685992.9,0.77211,0.80369
2016-11-16,3436.53,574756.07,685992.9,0.77334,0.80482
2016-11-17,3417.46,574617.33,685992.9,0.77303,0.80453
2016-11-20,3441.11,573307.85,685992.9,0.77129,0.80319
2016-11-21,3468.36,577053.16,685992.9,0.77746,0.80856
2016-11-22,3474.73,582673.41,685992.9,0.78527,0.81535
2016-11-23,3488.74,581314.2,685992.9,0.78281,0.8133
2016-11-24,3521.3,580633.96,685992.9,0.78043,0.81124
2016-11-27,3535.08,584268.72,685992.9,0.78815,0.81802
2016-11-28,3564.04,585792.35,685992.9,0.78939,0.81915
2016-11-29,3538.0,584897.63,685992.9,0.78815,0.81815
2016-11-30,3565.04,580926.34,685992.9,0.78075,0.81186
2016-12-01,3528.95,584971.52,685992.9,0.78824,0.81828
2016-12-04,3469.41,578487.69,685992.9,0.7754,0.80741
2016-12-05,3459.15,572894.72,685992.9,0.76635,0.79972
2016-12-06,3475.75,573056.5,685992.9,0.76635,0.79979
2016-12-07,3470.14,577472.31,685992.9,0.77458,0.80691
2016-12-08,3493.7,575640.78,685992.9,0.77056,0.80345
2016-12-11,3409.18,577410.59,685992.9,0.77376,0.80634
2016-12-12,3405.04,558540.04,685992.9,0.73961,0.77719
2016-12-13,3378.95,559271.01,685992.9,0.74085,0.77833
2016-12-14,3340.43,556252.57,685992.9,0.73015,0.76926
2016-12-15,3346.03,554631.32,685992.9,0.72574,0.76547
2016-12-18,3328.98,557538.37,685992.9,0.7355,0.77399
2016-12-19,3309.06,556765.89,685992.9,0.7318,0.77091
2016-12-20,3338.54,554844.86,685992.9,0.7248,0.76502
2016-12-21,3335.67,560394.68,685992.9,0.74208,0.77985
2016-12-22,3307.6,560456.92,685992.9,0.74219,0.77992
2016-12-25,3322.4,555657.2,685992.9,0.72645,0.76667
2016-12-26,3316.39,558037.75,685992.9,0.73632,0.77517
2016-12-27,3301.89,557667.42,685992.9,0.73427,0.77349
2016-12-28,3297.76,556166.46,685992.9,0.72686,0.76726
2016-12-29,3310.08,555714.83,685992.9,0.72533,0.76594
2017-01-02,3342.23,557030.36,740060.8,0.5894,0.65009
2017-01-03,3368.31,562956.88,740060.8,0.61365,0.67087
2017-01-04,3367.79,568114.97,740060.8,0.62926,0.68428
2017-01-05,3347.67,568679.22,740060.8,0.63106,0.68579
2017-01-08,3363.9,565936.63,740060.8,0.62022,0.67681
2017-01-09,3358.27,568641.84,740060.8,0.6305,0.68566
2017-01-10,3334.5,567379.52,740060.8,0.62474,0.68088
2017-01-11,3317.62,562794.1,740060.8,0.61077,0.66911
2017-01-12,3319.91,559501.46,740060.8,0.59819,0.6584
2017-01-15,3319.45,557781.0,740060.8,0.5894,0.65119
2017-01-16,3326.36,549547.94,740060.8,0.56967,0.63455
2017-01-17,3339.37,552888.27,740060.8,0.57583,0.63992
2017-01-18,3329.29,554152.89,740060.8,0.5783,0.64213
2017-01-19,3354.89,552495.54,740060.8,0.57436,0.63877
2017-01-22,3364.08,558526.91,740060.8,0.59268,0.65458
2017-01-23,3364.45,562966.27,740060.8,0.61159,0.67073
2017-01-24,3375.9,563757.1,740060.8,0.61365,0.67259
2017-01-25,3387.96,565833.27,740060.8,0.61899,0.67723
2017-02-02,3364.49,569052.64,740060.8,0.63195,0.68883
2017-02-05,3373.21,565884.56,740060.8,0.61779,0.67711
2017-02-06,3365.68,569777.23,740060.8,0.63633,0.69287
2017-02-07,3383.29,569448.45,740060.8,0.63344,0.69054
2017-02-08,3396.29,572997.14,740060.8,0.64786,0.70282
2017-02-09,3413.49,576390.58,740060.8,0.65747,0.71091
2017-02-12,3436.28,577720.97,740060.8,0.66227,0.71518
2017-02-13,3435.8,581491.86,740060.8,0.67381,0.725
2017-02-14,3421.71,581754.56,740060.8,0.67381,0.7251
2017-02-15,3440.93,580000.6,740060.8,0.66804,0.72033
2017-02-16,3421.44,583151.17,740060.8,0.67888,0.72945
2017-02-19,3471.39,578706.61,740060.8,0.66337,0.71637
2017-02-20,3482.82,585270.2,740060.8,0.68531,0.73484
2017-02-21,3489.76,589327.49,740060.8,0.69984,0.74705
2017-02-22,3473.32,591408.93,740060.8,0.70489,0.7513
2017-02-23,3473.85,590669.44,740060.8,0.70337,0.75
2017-02-26,3446.22,591750.96,740060.8,0.70571,0.75216
2017-02-27,3452.81,587720.42,740060.8,0.69215,0.74083
2017-02-28,3458.44,590695.58,740060.8,0.70284,0.74991
2017-03-01,3435.1,592095.67,740060.8,0.70695,0.75346
2017-03-02,3427.86,589205.91,740060.8,0.6968,0.7449
2017-03-05,3446.48,588432.69,740060.8,0.69462,0.74326
2017-03-06,3453.96,592780.31,740060.8,0.709,0.75544
2017-03-07,3448.73,594851.33,740060.8,0.71352,0.75932
2017-03-08,3426.94,593805.58,740060.8,0.71147,0.75768
2017-03-09,3427.89,589730.91,740060.8,0.69803,0.74638
2017-03-12,3458.1,589898.83,740060.8,0.6979,0.74646
2017-03-13,3456.69,594642.23,740060.8,0.71229,0.75862
2017-03-14,3463.64,594735.15,740060.8,0.71229,0.7587
2017-03-15,3481.51,595113.03,740060.8,0.71352,0.75982
2017-03-16,3445.81,600376.82,740060.8,0.72843,0.7723
2017-03-19,3449.61,595433.32,740060.8,0.71352,0.75999
2017-03-20,3466.35,597755.88,740060.8,0.71928,0.76489
2017-03-21,3450.05,599977.82,740060.8,0.72626,0.77082
2017-03-22,3461.98,597352.91,740060.8,0.71722,0.76333
2017-03-23,3489.6,598173.18,740060.8,0.72062,0.76616
2017-03-26,3478.04,601611.69,740060.8,0.73407,0.77759
2017-03-27,3469.81,600965.56,740060.8,0.73037,0.77457
2017-03-28,3465.19,599348.43,740060.8,0.72298,0.76846
2017-03-29,3436.76,596959.38,740060.8,0.71476,0.76168
2017-03-30,3456.05,589428.8,740060.8,0.69063,0.7415
2017-04-04,3503.89,591997.14,740060.8,0.6993,0.74914
2017-04-05,3514.05,601647.54,740060.8,0.73427,0.77839
2017-04-06,3517.46,603647.49,740060.8,0.74054,0.78361
2017-04-09,3505.14,604643.14,740060.8,0.74208,0.78505
2017-04-10,3517.33,600555.98,740060.8,0.72727,0.77279
2017-04-11,3509.44,604346.32,740060.8,0.74085,0.78417
2017-04-12,3514.57,601412.03,740060.8,0.73097,0.77603
2017-04-13,3486.5,602563.94,740060.8,0.73725,0.78124
2017-04-16,3479.94,596152.79,740060.8,0.70917,0.75804
2017-04-17,3462.74,590551.7,740060.8,0.69107,0.74307
2017-04-18,3445.88,586645.86,740060.8,0.67421,0.72914
2017-04-19,3461.55,582252.33,740060.8,0.6594,0.71692
2017-04-20,3466.79,582175.39,740060.8,0.65831,0.71599
2017-04-23,3431.26,582114.82,740060.8,0.65817,0.71575
2017-04-24,3440.97,572154.04,740060.8,0.6269,0.68955
2017-04-25,3445.18,574004.31,740060.8,0.63266,0.69409
2017-04-26,3446.72,576008.37,740060.8,0.63801,0.69829
2017-04-27,3439.75,578640.3,740060.8,0.6472,0.7059
2017-05-01,3426.58,579856.89,740060.8,0.65214,0.70975
2017-05-02,3413.13,578480.89,740060.8,0.64694,0.70542
2017-05-03,3404.39,577055.12,740060.8,0.64174,0.70109
2017-05-04,3382.55,575739.09,740060.8,0.63573,0.69608
2017-05-07,3358.81,570674.64,740060.8,0.62053,0.68324
2017-05-08,3352.53,563961.57,740060.8,0.59302,0.65918
2017-05-09,3337.7,565675.92,740060.8,0.59671,0.66236
2017-05-10,3356.65,560103.6,740060.8,0.57864,0.64648
2017-05-11,3385.38,561058.21,740060.8,0.58087,0.6483
2017-05-14,3399.19,564276.6,740060.8,0.59425,0.6593
2017-05-15,3428.65,566037.66,740060.8,0.59959,0.66383
2017-05-16,3409.97,572744.25,740060.8,0.62957,0.68909
2017-05-17,3398.11,571992.9,740060.8,0.62875,0.68818
2017-05-18,3403.85,569330.4,740060.8,0.61412,0.67606
2017-05-21,3411.24,569287.54,740060.8,0.61396,0.67549
2017-05-22,3424.19,565196.43,740060.8,0.59671,0.66033
2017-05-23,3424.17,559878.22,740060.8,0.57782,0.64383
2017-05-24,3485.66,561250.99,740060.8,0.58275,0.64768
2017-05-25,3480.43,568047.01,740060.8,0.6092,0.67051
2017-05-30,3492.88,568293.78,740060.8,0.61118,0.6713
2017-05-31,3497.74,568965.59,740060.8,0.61529,0.67446
2017-06-01,3486.51,563936.55,740060.8,0.59491,0.65696
2017-06-04,3468.75,565776.93,740060.8,0.60049,0.66148
2017-06-05,3492.88,565181.39,740060.8,0.59844,0.65956
2017-06-06,3533.87,567726.29,740060.8,0.60954,0.66881
2017-06-07,3560.98,576420.93,740060.8,0.64817,0.70071
2017-06-08,3576.17,577975.77,740060.8,0.6553,0.70656
2017-06-11,3574.39,579523.8,740060.8,0.66091,0.71071
2017-06-12,3582.27,575388.57,740060.8,0.64406,0.69662
2017-06-13,3535.3,579594.16,740060.8,0.66173,0.71091
2017-06-14,3528.79,576093.68,740060.8,0.64776,0.69919
2017-06-15,3518.76,578006.66,740060.8,0.65653,0.70638
2017-06-18,3553.67,576609.56,740060.8,0.64982,0.7004
2017-06-19,3546.49,580361.18,740060.8,0.66749,0.71467
2017-06-20,3587.95,580320.02,740060.8,0.66749,0.71443
2017-06-21,3590.34,583146.35,740060.8,0.67859,0.72329
2017-06-22,3622.88,579876.74,740060.8,0.66516,0.71226
2017-06-25,3668.09,582243.16,740060.8,0.67571,0.72044
2017-06-26,3674.72,588580.9,740060.8,0.69914,0.74007
2017-06-27,3646.17,589667.61,740060.8,0.70407,0.74419
2017-06-28,3668.83,586031.61,740060.8,0.68804,0.73015
2017-06-29,3666.8,588972.68,740060.8,0.70008,0.74033
2017-07-02,3650.85,589530.11,740060.8,0.70407,0.74344
2017-07-03,3619.98,590642.28,740060.8,0.70941,0.74756
2017-07-04,3659.68,588178.39,740060.8,0.69749,0.73723
2017-07-05,3660.1,592915.28,740060.8,0.71845,0.75445
2017-07-06,3655.93,593735.78,740060.8,0.72145,0.75688
2017-07-09,3653.69,594631.23,740060.8,0.72339,0.75797
2017-07-10,3670.81,592678.99,740060.8,0.71804,0.75336
2017-07-11,3658.82,590569.43,740060.8,0.70982,0.74639
2017-07-12,3686.92,589926.56,740060.8,0.70736,0.74413
2017-07-13,3703.09,592373.1,740060.8,0.71816,0.75293
2017-07-16,3663.56,592153.1,740060.8,0.71722,0.75168
2017-07-17,3667.18,578952.69,740060.8,0.66091,0.70452
2017-07-18,3729.75,580999.45,740060.8,0.6716,0.71299
2017-07-19,3747.88,589110.12,740060.8,0.70242,0.73853
2017-07-20,3728.6,591787.77,740060.8,0.71611,0.75
2017-07-23,3743.47,590683.84,740060.8,0.7127,0.74674
2017-07-24,3719.56,593456.89,740060.8,0.72503,0.75652
2017-07-25,3705.39,592609.68,740060.8,0.72174,0.75359
2017-07-26,3712.19,592798.6,740060.8,0.72298,0.75434
2017-07-27,3721.89,595528.62,740060.8,0.73213,0.76178
2017-07-30,3737.87,596692.62,740060.8,0.73572,0.76453
2017-07-31,3770.38,600182.69,740060.8,0.7501,0.77596
2017-08-01,3760.85,603837.9,740060.8,0.76654,0.78905
2017-08-02,3727.83,601983.72,740060.8,0.76079,0.78412
2017-08-03,3707.58,600427.3,740060.8,0.75062,0.77585
2017-08-06,3726.79,597913.03,740060.8,0.74106,0.76759
2017-08-07,3732.21,601476.57,740060.8,0.75832,0.78133
2017-08-08,3731.04,602893.36,740060.8,0.76572,0.78707
2017-08-09,3715.92,602314.08,740060.8,0.76408,0.78548
2017-08-10,3647.35,599331.65,740060.8,0.74569,0.77056
2017-08-13,3694.68,589881.1,740060.8,0.70777,0.73901
2017-08-14,3706.06,597280.19,740060.8,0.73818,0.76373
2017-08-15,3701.42,600467.75,740060.8,0.75339,0.77578
2017-08-16,3721.28,601347.11,740060.8,0.75915,0.78018
2017-08-17,3724.67,605188.56,740060.8,0.77362,0.79189
2017-08-20,3740.99,604634.98,740060.8,0.77312,0.79096
2017-08-21,3752.3,608522.51,740060.8,0.77764,0.79468
2017-08-22,3756.09,608471.08,740060.8,0.77764,0.79442
2017-08-23,3734.65,608032.5,740060.8,0.77641,0.79316
2017-08-24,3795.75,605171.53,740060.8,0.77403,0.79091
2017-08-27,3842.71,615032.88,740060.8,0.7912,0.80458
2017-08-28,3834.54,621675.99,740060.8,0.80395,0.81526
2017-08-29,3834.3,621711.93,740060.8,0.80436,0.81532
2017-08-30,3822.09,622119.48,740060.8,0.80559,0.81637
2017-08-31,3830.54,622394.42,740060.8,0.80608,0.81677
2017-09-03,3845.62,624122.96,740060.8,0.8097,0.81915
2017-09-04,3857.05,627324.75,740060.8,0.81628,0.82417
2017-09-05,3849.45,629024.83,740060.8,0.81998,0.82688
2017-09-06,3829.87,629825.0,740060.8,0.8208,0.82727
2017-09-07,3825.99,626868.28,740060.8,0.81512,0.82269
2017-09-10,3825.65,627306.91,740060.8,0.81669,0.82341
2017-09-11,3837.93,630316.63,740060.8,0.82326,0.82843
2017-09-12,3842.61,630290.56,740060.8,0.82326,0.82816
2017-09-13,3829.96,631856.11,740060.8,0.82655,0.83053
2017-09-14,3831.3,629905.77,740060.8,0.8221,0.82695
2017-09-17,3843.14,627301.37,740060.8,0.81669,0.82205
2017-09-18,3832.12,629860.27,740060.8,0.82244,0.8264
2017-09-19,3842.44,628661.74,740060.8,0.81998,0.82415
2017-09-20,3837.82,631738.34,740060.8,0.8282,0.83047
2017-09-21,3837.73,629629.56,740060.8,0.82169,0.82526
2017-09-24,3817.79,628665.79,740060.8,0.82039,0.82367
2017-09-25,3820.78,625165.01,740060.8,0.81176,0.81647
2017-09-26,3821.2,625454.86,740060.8,0.81217,0.81653
2017-09-27,3822.54,627200.21,740060.8,0.8171,0.82022
2017-09-28,3836.5,626290.34,740060.8,0.81306,0.81698
2017-10-08,3882.21,629064.59,740060.8,0.82409,0.82527
2017-10-09,3889.86,635194.45,740060.8,0.836,0.83487
2017-10-10,3902.69,638299.67,740060.8,0.84053,0.83854
2017-10-11,3912.95,638627.94,740060.8,0.84135,0.83892
2017-10-12,3921.0,638248.35,740060.8,0.84018,0.83799
2017-10-15,3913.45,640816.71,740060.8,0.84505,0.84166
2017-10-16,3913.07,636530.15,740060.8,0.83929,0.83612
2017-10-17,3944.16,636041.61,740060.8,0.83724,0.83421
2017-10-18,3931.25,636860.27,740060.8,0.84053,0.83656
2017-10-19,3926.85,634066.08,740060.8,0.83361,0.83104
2017-10-22,3930.8,636661.43,740060.8,0.84094,0.83634
2017-10-23,3959.4,638254.48,740060.8,0.84299,0.83803
2017-10-24,3976.95,639684.35,740060.8,0.84464,0.83907
2017-10-25,3993.58,642385.11,740060.8,0.85162,0.84469
2017-10-26,4021.97,643948.21,740060.8,0.85292,0.84573
2017-10-29,4009.72,645158.38,740060.8,0.85409,0.8461
2017-10-30,4006.72,639020.54,740060.8,0.84464,0.83797
2017-10-31,3996.62,641417.32,740060.8,0.8508,0.84293
2017-11-01,3997.13,641844.2,740060.8,0.85203,0.84364
2017-11-02,3992.7,639073.47,740060.8,0.8447,0.83748
2017-11-05,4020.89,636310.09,740060.8,0.83888,0.83197
2017-11-06,4054.25,640652.73,740060.8,0.84916,0.84052
2017-11-07,4048.01,645496.69,740060.8,0.85738,0.84678
2017-11-08,4075.9,645925.02,740060.8,0.85861,0.84749
2017-11-09,4111.91,649141.65,740060.8,0.86565,0.85341
2017-11-12,4128.07,650979.36,740060.8,0.86806,0.85509
2017-11-13,4099.35,653736.8,740060.8,0.87423,0.86036
2017-11-14,4073.67,649567.02,740060.8,0.86642,0.8529
2017-11-15,4105.01,644153.34,740060.8,0.85614,0.84415
2017-11-16,4120.85,644838.9,740060.8,0.85661,0.84452
2017-11-19,4143.83,637897.88,740060.8,0.84299,0.83284
2017-11-20,4217.7,641662.57,740060.8,0.85327,0.84104
2017-11-21,4227.57,646066.83,740060.8,0.86108,0.84696
2017-11-22,4102.4,649006.35,740060.8,0.86765,0.85221
2017-11-23,4104.2,633163.1,740060.8,0.8332,0.82363
2017-11-26,4049.95,633136.03,740060.8,0.83313,0.82303
2017-11-27,4055.82,625704.57,740060.8,0.81258,0.8065
2017-11-28,4053.75,629577.12,740060.8,0.82491,0.81599
2017-11-29,4006.1,630452.15,740060.8,0.83025,0.81995
2017-11-30,3998.14,626089.7,740060.8,0.81306,0.80637
2017-12-03,4018.86,627518.13,740060.8,0.82039,0.81163
2017-12-04,4040.17,625262.24,740060.8,0.81217,0.80487
2017-12-05,4015.82,621275.44,740060.8,0.80353,0.79747
2017-12-06,3971.06,621480.91,740060.8,0.80436,0.79786
2017-12-07,4003.38,617414.6,740060.8,0.79581,0.79046
2017-12-10,4069.5,622194.29,740060.8,0.80764,0.80026
2017-12-11,4016.02,629350.21,740060.8,0.82778,0.81588
2017-12-12,4050.09,622409.93,740060.8,0.80847,0.80039
2017-12-13,4026.15,627154.46,740060.8,0.8208,0.80985
2017-12-14,3980.86,625795.42,740060.8,0.81512,0.80538
2017-12-17,3985.29,621767.44,740060.8,0.806,0.79735
2017-12-18,4035.33,620900.17,740060.8,0.80312,0.79482
2017-12-19,4030.49,627069.56,740060.8,0.82162,0.80945
2017-12-20,4067.85,624645.61,740060.8,0.81381,0.80304
2017-12-21,4054.6,627847.46,740060.8,0.82621,0.8128
2017-12-24,4041.54,627366.24,740060.8,0.82532,0.81157
2017-12-25,4053.62,624591.99,740060.8,0.81381,0.80226
2017-12-26,3991.21,629543.41,740060.8,0.83231,0.81654
2017-12-27,4018.9,624464.49,740060.8,0.81381,0.80174
2017-12-28,4030.85,628304.35,740060.8,0.82786,0.81278
2018-01-01,4087.4,631467.32,820754.3,0.61997,0.64666
2018-01-02,4111.39,639105.04,820754.3,0.64832,0.66871
2018-01-03,4128.81,643157.37,820754.3,0.6668,0.68301
2018-01-04,4138.75,645480.14,820754.3,0.67556,0.68988
2018-01-07,4160.16,646560.29,820754.3,0.67995,0.69288
2018-01-08,4189.3,648949.34,820754.3,0.68858,0.69942
2018-01-09,4207.81,650193.33,820754.3,0.69228,0.70274
2018-01-10,4205.59,650959.3,820754.3,0.69556,0.70509
2018-01-11,4225.0,652609.17,820754.3,0.70349,0.7113
2018-01-14,4225.24,652819.24,820754.3,0.70501,0.71203
2018-01-15,4258.47,647780.18,820754.3,0.6857,0.69604
2018-01-16,4248.12,653003.3,820754.3,0.70583,0.71222
2018-01-17,4271.42,654239.12,820754.3,0.71323,0.7181
2018-01-18,4285.4,659780.22,820754.3,0.73634,0.73618
2018-01-21,4336.6,661373.65,820754.3,0.74076,0.73948
2018-01-22,4382.61,665700.44,820754.3,0.75801,0.75273
2018-01-23,4389.89,674050.93,820754.3,0.78307,0.77239
2018-01-24,4365.08,676468.95,820754.3,0.78841,0.77632
2018-01-25,4381.3,673967.21,820754.3,0.78275,0.7719
2018-01-28,4302.02,675689.99,820754.3,0.78759,0.77518
2018-01-29,4256.1,667827.66,820754.3,0.77239,0.76274
2018-01-30,4275.9,662029.14,820754.3,0.74322,0.73974
2018-01-31,4245.9,658387.23,820754.3,0.73254,0.73086
2018-02-01,4271.23,648616.33,820754.3,0.68789,0.69507
2018-02-04,4274.15,650426.68,820754.3,0.69515,0.70093
2018-02-05,4148.89,652977.46,820754.3,0.70637,0.70967
2018-02-06,4050.5,629358.88,820754.3,0.60796,0.632
2018-02-07,4012.05,619091.12,820754.3,0.56709,0.59917
2018-02-08,3840.65,614523.54,820754.3,0.55414,0.58906
2018-02-11,3890.1,591698.97,820754.3,0.49856,0.54412
2018-02-12,3935.63,600212.81,820754.3,0.52481,0.56472
2018-02-13,3966.96,605089.98,820754.3,0.53588,0.57348
2018-02-21,4052.73,607928.32,820754.3,0.54396,0.57905
2018-02-22,4071.09,620774.18,820754.3,0.57947,0.60728
2018-02-25,4118.42,623732.6,820754.3,0.59162,0.61634
2018-02-26,4058.98,641269.83,820754.3,0.6627,0.67262
2018-02-27,4023.64,610981.44,820754.3,0.55012,0.58309
2018-02-28,4049.09,627049.78,820754.3,0.60353,0.62564
2018-03-01,4016.46,632173.26,820754.3,0.62834,0.64552
2018-03-04,4018.1,628353.58,820754.3,0.6083,0.62874
2018-03-05,4066.56,629574.8,820754.3,0.61406,0.63332
2018-03-06,4036.65,636236.53,820754.3,0.64653,0.6586
2018-03-07,4077.6,632778.72,820754.3,0.63353,0.64852
2018-03-08,4108.87,636870.1,820754.3,0.64805,0.65977
2018-03-11,4127.67,642770.08,820754.3,0.6716,0.67738
2018-03-12,4091.25,647679.9,820754.3,0.69256,0.69338
2018-03-13,4073.34,643962.66,820754.3,0.679,0.68267
2018-03-14,4096.16,639445.34,820754.3,0.65735,0.66592
2018-03-15,4056.42,639051.92,820754.3,0.65503,0.66412
2018-03-18,4074.25,634717.26,820754.3,0.64201,0.65343
2018-03-19,4077.7,637023.64,820754.3,0.65023,0.65957
2018-03-20,4061.05,639179.96,820754.3,0.65721,0.66476
2018-03-21,4020.35,636276.81,820754.3,0.6479,0.65757
2018-03-22,3904.94,632920.67,820754.3,0.63532,0.64784
2018-03-25,3879.89,609419.83,820754.3,0.54788,0.57786
