日期,收盘价,总市值,GDP,近十年分位数,总历史分位数
2005-04-07,1003.45,38470.47,161840.16,1.0,1.0
2005-04-10,995.42,39184.81,161840.16,1.0,1.0
2005-04-11,978.7,38955.09,161840.16,0.66667,0.66667
2005-04-12,1000.9,38287.33,161840.16,0.25,0.25
2005-04-13,986.98,39166.32,161840.16,0.8,0.8
2005-04-14,974.08,38700.11,161840.16,0.5,0.5
2005-04-17,963.77,38100.27,161840.16,0.14286,0.14286
2005-04-18,965.89,37552.56,161840.16,0.125,0.125
2005-04-19,950.87,37588.8,161840.16,0.22222,0.22222
2005-04-20,943.98,37047.16,161840.16,0.1,0.1
2005-04-21,939.1,36954.91,161840.16,0.09091,0.09091
2005-04-24,930.07,36731.6,161840.16,0.08333,0.08333
2005-04-25,937.08,36307.75,161840.16,0.07692,0.07692
2005-04-26,926.6,36578.32,161840.16,0.14286,0.14286
2005-04-27,942.07,36048.25,161840.16,0.06667,0.06667
2005-04-28,932.39,36692.91,161840.16,0.25,0.25
2005-05-08,909.17,36307.12,161840.16,0.11765,0.11765
2005-05-09,913.08,35356.67,161840.16,0.05556,0.05556
2005-05-10,901.85,35491.91,161840.16,0.10526,0.10526
2005-05-11,885.82,35146.31,161840.16,0.05,0.05
2005-05-12,887.54,34555.22,161840.16,0.04762,0.04762
2005-05-15,875.27,34667.03,161840.16,0.09091,0.09091
2005-05-16,881.46,34253.59,161840.16,0.04348,0.04348
2005-05-17,883.2,34404.55,161840.16,0.08333,0.08333
2005-05-18,884.17,34508.11,161840.16,0.12,0.12
2005-05-19,882.76,34511.16,161840.16,0.15385,0.15385
2005-05-22,863.34,34375.73,161840.16,0.07407,0.07407
2005-05-23,868.46,33466.57,161840.16,0.03571,0.03571
2005-05-24,868.45,33643.72,161840.16,0.06897,0.06897
2005-05-25,857.33,33616.16,161840.16,0.06667,0.06667
2005-05-26,849.51,33212.98,161840.16,0.03226,0.03226
2005-05-29,855.61,32970.83,161840.16,0.03125,0.03125
2005-05-30,855.95,33233.56,161840.16,0.09091,0.09091
2005-05-31,837.53,33248.52,161840.16,0.11765,0.11765
2005-06-01,818.38,32525.16,161840.16,0.02857,0.02857
2005-06-02,818.03,31881.29,161840.16,0.02778,0.02778
2005-06-05,839.0,31778.58,161840.16,0.02703,0.02703
2005-06-06,837.28,32448.77,161840.16,0.07895,0.07895
2005-06-07,905.77,32374.43,161840.16,0.07692,0.07692
2005-06-08,912.6,35006.73,161840.16,0.5,0.5
2005-06-09,894.56,35442.24,161840.16,0.56098,0.56098
2005-06-12,892.96,34672.41,161840.16,0.47619,0.47619
2005-06-13,883.54,34666.1,161840.16,0.44186,0.44186
2005-06-14,866.83,34206.82,161840.16,0.29545,0.29545
2005-06-15,879.24,33477.85,161840.16,0.24444,0.24444
2005-06-16,880.35,33855.79,161840.16,0.30435,0.30435
2005-06-19,906.25,33764.84,161840.16,0.29787,0.29787
2005-06-20,896.17,34741.16,161840.16,0.54167,0.54167
2005-06-21,900.65,34307.29,161840.16,0.36735,0.36735
2005-06-22,893.57,34343.36,161840.16,0.38,0.38
2005-06-23,898.3,34073.06,161840.16,0.31373,0.31373
2005-06-26,916.04,34309.1,161840.16,0.38462,0.38462
2005-06-27,903.72,35048.82,161840.16,0.60377,0.60377
2005-06-28,898.9,34498.14,161840.16,0.44444,0.44444
2005-06-29,878.69,34322.78,161840.16,0.38182,0.38182
2005-06-30,859.49,33490.29,161840.16,0.21429,0.21429
2005-07-03,855.93,32617.48,161840.16,0.10526,0.10526
2005-07-04,849.68,32364.45,161840.16,0.05172,0.05172
2005-07-05,842.56,32100.25,161840.16,0.05085,0.05085
2005-07-06,844.73,31930.33,161840.16,0.05,0.05
2005-07-07,829.49,32082.82,161840.16,0.06557,0.06557
2005-07-10,824.1,31381.33,161840.16,0.01613,0.01613
2005-07-11,851.82,31145.23,161840.16,0.01587,0.01587
2005-07-12,846.23,32189.28,161840.16,0.125,0.125
2005-07-13,849.59,31928.08,161840.16,0.07692,0.07692
2005-07-14,841.0,32002.1,161840.16,0.10606,0.10606
2005-07-17,833.0,31553.21,161840.16,0.04478,0.04478
2005-07-18,835.61,31106.91,161840.16,0.01471,0.01471
2005-07-19,842.64,31195.22,161840.16,0.04348,0.04348
2005-07-20,843.99,31421.67,161840.16,0.07143,0.07143
2005-07-21,859.69,31403.86,161840.16,0.07042,0.07042
2005-07-24,856.86,32168.57,161840.16,0.20833,0.20833
2005-07-25,876.48,32102.96,161840.16,0.20548,0.20548
2005-07-26,894.01,32924.07,161840.16,0.31081,0.31081
2005-07-27,890.88,33509.97,161840.16,0.41333,0.41333
2005-07-28,888.16,33434.54,161840.16,0.36842,0.36842
2005-07-31,891.61,33292.06,161840.16,0.36364,0.36364
2005-08-01,903.6,33470.3,161840.16,0.39744,0.39744
2005-08-02,909.57,33965.94,161840.16,0.49367,0.49367
2005-08-03,904.15,34147.19,161840.16,0.5125,0.5125
2005-08-04,923.8,33970.5,161840.16,0.49383,0.49383
2005-08-07,927.47,34768.25,161840.16,0.71951,0.71951
2005-08-08,933.09,35093.35,161840.16,0.74699,0.74699
2005-08-09,940.37,35505.66,161840.16,0.79762,0.79762
2005-08-10,953.99,35884.71,161840.16,0.8,0.8
2005-08-11,938.32,36498.15,161840.16,0.83721,0.83721
2005-08-14,954.5,35997.68,161840.16,0.7931,0.7931
2005-08-15,945.06,36552.58,161840.16,0.84091,0.84091
2005-08-16,953.01,36258.53,161840.16,0.79775,0.79775
2005-08-17,920.67,36693.92,161840.16,0.86667,0.86667
2005-08-18,923.04,35264.14,161840.16,0.7033,0.7033
2005-08-21,931.67,35295.24,161840.16,0.70652,0.70652
2005-08-22,923.41,35559.76,161840.16,0.75269,0.75269
2005-08-23,930.65,35237.66,161840.16,0.68085,0.68085
2005-08-24,930.12,35735.26,161840.16,0.75789,0.75789
2005-08-25,928.26,35926.69,161840.16,0.77083,0.77083
2005-08-28,917.37,35932.53,161840.16,0.7732,0.7732
2005-08-29,914.88,35423.46,161840.16,0.69388,0.69388
2005-08-30,927.92,35158.68,161840.16,0.64646,0.64646
2005-08-31,944.56,35677.21,161840.16,0.74,0.74
2005-09-01,947.87,36374.56,161840.16,0.83168,0.83168
2005-09-04,952.72,36521.5,161840.16,0.84314,0.84314
2005-09-05,936.61,36785.18,161840.16,0.8932,0.8932
2005-09-06,952.76,36091.64,161840.16,0.77885,0.77885
2005-09-07,955.28,36793.45,161840.16,0.89524,0.89524
2005-09-08,949.07,36804.78,161840.16,0.89623,0.89623
2005-09-11,949.51,36624.68,161840.16,0.84112,0.84112
2005-09-12,963.77,36603.02,161840.16,0.83333,0.83333
2005-09-13,970.19,37228.5,161840.16,0.91743,0.91743
2005-09-14,969.6,37548.8,161840.16,0.91818,0.91818
2005-09-15,967.5,37563.54,161840.16,0.92793,0.92793
2005-09-18,971.14,37453.87,161840.16,0.90179,0.90179
2005-09-19,961.92,37700.34,161840.16,0.93805,0.93805
2005-09-20,944.41,37435.38,161840.16,0.88596,0.88596
2005-09-21,923.27,36694.05,161840.16,0.81739,0.81739
2005-09-22,916.15,35751.26,161840.16,0.65517,0.65517
2005-09-25,918.49,35457.07,161840.16,0.60684,0.60684
2005-09-26,904.21,35566.53,161840.16,0.63559,0.63559
2005-09-27,903.72,34879.48,161840.16,0.5042,0.5042
2005-09-28,915.98,34815.56,161840.16,0.5,0.5
2005-09-29,917.39,35531.44,161840.16,0.6281,0.6281
2005-10-09,907.32,35559.41,161840.16,0.63115,0.63115
2005-10-10,919.72,35057.49,161840.16,0.52033,0.52033
2005-10-11,923.49,35630.62,161840.16,0.65323,0.65323
2005-10-12,916.5,35792.66,161840.16,0.68,0.68
2005-10-13,904.83,35517.44,161840.16,0.61111,0.61111
2005-10-16,897.62,35122.33,161840.16,0.51969,0.51969
2005-10-17,902.37,34895.38,161840.16,0.48438,0.48438
2005-10-18,898.74,35227.86,161840.16,0.54264,0.54264
2005-10-19,899.91,35024.14,161840.16,0.49231,0.49231
2005-10-20,904.41,35057.11,161840.16,0.50382,0.50382
2005-10-23,906.65,35248.81,161840.16,0.56061,0.56061
2005-10-24,894.27,35196.27,161840.16,0.54135,0.54135
2005-10-25,875.82,34649.24,161840.16,0.41045,0.41045
2005-10-26,875.85,33706.93,161840.16,0.27407,0.27407
2005-10-27,867.73,33674.88,161840.16,0.27206,0.27206
2005-10-30,876.28,33043.61,161840.16,0.18248,0.18248
2005-10-31,872.87,33370.08,161840.16,0.21739,0.21739
2005-11-01,882.48,33284.34,161840.16,0.20863,0.20863
2005-11-02,874.58,33735.02,161840.16,0.3,0.3
2005-11-03,878.36,33444.62,161840.16,0.23404,0.23404
2005-11-06,877.28,33576.45,161840.16,0.27465,0.27465
2005-11-07,881.52,33575.06,161840.16,0.27273,0.27273
2005-11-08,879.25,33822.39,161840.16,0.32639,0.32639
2005-11-09,862.97,33735.79,161840.16,0.31724,0.31724
2005-11-10,864.79,33069.41,161840.16,0.17808,0.17808
2005-11-13,862.15,33122.91,161840.16,0.18367,0.18367
2005-11-14,856.63,33063.75,161840.16,0.17568,0.17568
2005-11-15,863.12,32985.79,161840.16,0.16779,0.16779
2005-11-16,862.66,33231.0,161840.16,0.20667,0.20667
2005-11-17,882.24,33214.19,161840.16,0.2053,0.2053
2005-11-20,883.87,33873.86,161840.16,0.36842,0.36842
2005-11-21,869.62,33894.24,161840.16,0.37255,0.37255
2005-11-22,876.23,33244.97,161840.16,0.22078,0.22078
2005-11-23,881.49,33445.61,161840.16,0.26452,0.26452
2005-11-24,884.11,33621.16,161840.16,0.32051,0.32051
2005-11-27,880.17,33646.39,161840.16,0.33121,0.33121
2005-11-28,871.31,33523.0,161840.16,0.29747,0.29747
2005-11-29,873.83,33116.37,161840.16,0.18239,0.18239
2005-11-30,873.07,33128.71,161840.16,0.19375,0.19375
2005-12-01,869.94,33090.7,161840.16,0.18012,0.18012
2005-12-04,859.61,32902.21,161840.16,0.14198,0.14198
2005-12-05,866.08,32371.33,161840.16,0.11656,0.11656
2005-12-06,873.84,32607.74,161840.16,0.14024,0.14024
2005-12-07,874.06,32946.42,161840.16,0.16364,0.16364
2005-12-08,887.36,32933.04,161840.16,0.16265,0.16265
2005-12-11,888.52,33369.47,161840.16,0.27545,0.27545
2005-12-12,889.1,33467.78,161840.16,0.30952,0.30952
2005-12-13,898.15,33549.57,161840.16,0.3432,0.3432
2005-12-14,896.43,33760.82,161840.16,0.40588,0.40588
2005-12-15,902.56,33693.74,161840.16,0.38596,0.38596
2005-12-18,902.91,33845.35,161840.16,0.42442,0.42442
2005-12-19,907.32,33945.66,161840.16,0.44509,0.44509
2005-12-20,903.14,34041.17,161840.16,0.45977,0.45977
2005-12-21,908.75,33823.61,161840.16,0.41714,0.41714
2005-12-22,915.89,33966.85,161840.16,0.45455,0.45455
2005-12-25,922.38,34253.22,161840.16,0.48588,0.48588
2005-12-26,919.36,34595.07,161840.16,0.55056,0.55056
2005-12-27,920.92,34481.93,161840.16,0.52514,0.52514
2005-12-28,932.03,34566.1,161840.16,0.55,0.55
2005-12-29,923.45,34946.17,161840.16,0.60773,0.60773
2006-01-03,941.43,34607.84,187318.9,0.00549,0.00549
2006-01-04,959.13,35034.82,187318.9,0.01093,0.01093
2006-01-05,970.03,35555.05,187318.9,0.0163,0.0163
2006-01-08,975.25,35852.03,187318.9,0.02162,0.02162
2006-01-09,978.15,36058.97,187318.9,0.03763,0.03763
2006-01-10,973.48,36213.91,187318.9,0.04813,0.04813
2006-01-11,983.72,35909.17,187318.9,0.0266,0.0266
2006-01-12,978.81,36378.54,187318.9,0.07407,0.07407
2006-01-15,961.44,36237.37,187318.9,0.05789,0.05789
2006-01-16,964.29,35725.67,187318.9,0.02094,0.02094
2006-01-17,983.62,35881.22,187318.9,0.03125,0.03125
2006-01-18,991.22,36566.82,187318.9,0.09845,0.09845
2006-01-19,993.34,37002.31,187318.9,0.12371,0.12371
2006-01-22,996.16,37100.86,187318.9,0.13333,0.13333
2006-01-23,999.09,37113.07,187318.9,0.13776,0.13776
2006-01-24,1009.6,37081.89,187318.9,0.13198,0.13198
2006-02-05,1033.23,37214.04,187318.9,0.16162,0.16162
2006-02-06,1029.94,38071.06,187318.9,0.21106,0.21106
2006-02-07,1033.07,37946.41,187318.9,0.21,0.21
2006-02-08,1019.6,38144.71,187318.9,0.23881,0.23881
2006-02-09,1032.34,37592.85,187318.9,0.19307,0.19307
2006-02-12,1031.61,37970.6,187318.9,0.21675,0.21675
2006-02-13,1038.53,37841.67,187318.9,0.21078,0.21078
2006-02-14,1041.66,38022.96,187318.9,0.22439,0.22439
2006-02-15,1020.12,38340.08,187318.9,0.29612,0.29612
2006-02-16,1020.37,37481.31,187318.9,0.18357,0.18357
2006-02-19,1021.64,37338.32,187318.9,0.16827,0.16827
2006-02-20,1038.82,37148.8,187318.9,0.14354,0.14354
2006-02-21,1037.88,37739.75,187318.9,0.20952,0.20952
2006-02-22,1041.37,37659.57,187318.9,0.20853,0.20853
2006-02-23,1049.44,37752.93,187318.9,0.22642,0.22642
2006-02-26,1047.85,37983.71,187318.9,0.24413,0.24413
2006-02-27,1053.01,37872.4,187318.9,0.23364,0.23364
2006-02-28,1056.62,37876.57,187318.9,0.23721,0.23721
2006-03-01,1038.67,38057.64,187318.9,0.25926,0.25926
2006-03-02,1041.68,37389.47,187318.9,0.17051,0.17051
2006-03-05,1038.87,37551.03,187318.9,0.19266,0.19266
2006-03-06,1014.97,37407.14,187318.9,0.17352,0.17352
2006-03-07,1009.27,36501.27,187318.9,0.08182,0.08182
2006-03-08,1004.34,36179.33,187318.9,0.0543,0.0543
2006-03-09,1008.9,36023.81,187318.9,0.04054,0.04054
2006-03-12,1019.86,36045.08,187318.9,0.04484,0.04484
2006-03-13,1018.27,36602.83,187318.9,0.10714,0.10714
2006-03-14,1028.96,36574.1,187318.9,0.10667,0.10667
2006-03-15,1027.62,36997.68,187318.9,0.13274,0.13274
2006-03-16,1024.02,36983.66,187318.9,0.13216,0.13216
2006-03-19,1037.66,36790.34,187318.9,0.11842,0.11842
2006-03-20,1040.76,37297.04,187318.9,0.19651,0.19651
2006-03-21,1047.67,37338.43,187318.9,0.20435,0.20435
2006-03-22,1048.54,37532.98,187318.9,0.23377,0.23377
2006-03-23,1042.6,37707.46,187318.9,0.25862,0.25862
2006-03-26,1050.71,37506.68,187318.9,0.23176,0.23176
2006-03-27,1055.98,37661.55,187318.9,0.26068,0.26068
2006-03-28,1065.29,37703.01,187318.9,0.26383,0.26383
2006-03-29,1055.63,37861.04,187318.9,0.29237,0.29237
2006-03-30,1061.09,37547.02,187318.9,0.23629,0.23629
2006-04-02,1079.32,37605.17,187318.9,0.2521,0.2521
2006-04-03,1089.37,38135.84,187318.9,0.35146,0.35146
2006-04-04,1099.97,38428.54,187318.9,0.4,0.4
2006-04-05,1103.24,38665.65,187318.9,0.44398,0.44398
2006-04-06,1103.15,38711.47,187318.9,0.45868,0.45868
2006-04-09,1117.91,38816.42,187318.9,0.48971,0.48971
2006-04-10,1123.31,39346.22,187318.9,0.59016,0.59016
2006-04-11,1117.07,39426.26,187318.9,0.59592,0.59592
2006-04-12,1093.92,39320.52,187318.9,0.58537,0.58537
2006-04-13,1118.61,38511.73,187318.9,0.417,0.417
2006-04-16,1124.41,39298.59,187318.9,0.57258,0.57258
2006-04-17,1131.28,39712.9,187318.9,0.63052,0.63052
2006-04-18,1138.24,39874.7,187318.9,0.648,0.648
2006-04-19,1134.38,40034.96,187318.9,0.67331,0.67331
2006-04-20,1149.16,39730.04,187318.9,0.63095,0.63095
2006-04-23,1142.7,39985.31,187318.9,0.66403,0.66403
2006-04-24,1141.93,39392.62,187318.9,0.58268,0.58268
2006-04-25,1155.73,39201.65,187318.9,0.5451,0.5451
2006-04-26,1155.27,39630.81,187318.9,0.60547,0.60547
2006-04-27,1172.35,39663.59,187318.9,0.61479,0.61479
2006-05-07,1218.44,40209.48,187318.9,0.70155,0.70155
2006-05-08,1251.61,41801.26,187318.9,0.86873,0.86873
2006-05-09,1265.93,42820.55,187318.9,0.93846,0.93846
2006-05-10,1255.04,43254.73,187318.9,0.94636,0.94636
2006-05-11,1296.26,42960.85,187318.9,0.93893,0.93893
2006-05-14,1352.15,44607.94,187318.9,0.98479,0.98479
2006-05-15,1331.13,46402.53,187318.9,1.0,1.0
2006-05-16,1335.52,45081.73,187318.9,0.98491,0.98491
2006-05-17,1331.2,45356.27,187318.9,0.99624,0.99624
2006-05-18,1366.1,45239.42,187318.9,0.98502,0.98502
2006-05-21,1373.67,46749.38,187318.9,1.0,1.0
2006-05-22,1317.65,46750.1,187318.9,1.0,1.0
2006-05-23,1308.24,45204.2,187318.9,0.97407,0.97407
2006-05-24,1307.7,44812.45,187318.9,0.9631,0.9631
2006-05-25,1331.02,44373.95,187318.9,0.94853,0.94853
2006-05-28,1366.29,45067.54,187318.9,0.96337,0.96337
2006-05-29,1378.76,46026.42,187318.9,0.98905,0.98905
2006-05-30,1365.45,46322.47,187318.9,0.98909,0.98909
2006-05-31,1402.88,45879.85,187318.9,0.98188,0.98188
2006-06-01,1390.12,47131.85,187318.9,1.0,1.0
2006-06-04,1403.16,46716.26,187318.9,0.98921,0.98921
2006-06-05,1399.14,47211.0,187318.9,1.0,1.0
2006-06-06,1320.23,46992.01,187318.9,0.99286,0.99286
2006-06-07,1325.98,44343.52,187318.9,0.91815,0.91815
2006-06-08,1294.18,44356.49,187318.9,0.91844,0.91844
2006-06-11,1297.67,43300.32,187318.9,0.87986,0.87986
2006-06-12,1298.28,43370.15,187318.9,0.88732,0.88732
2006-06-13,1283.88,43279.0,187318.9,0.87368,0.87368
2006-06-14,1285.38,42710.73,187318.9,0.84965,0.84965
2006-06-15,1318.01,42757.17,187318.9,0.85017,0.85017
2006-06-18,1334.89,43903.35,187318.9,0.90625,0.90625
2006-06-19,1338.22,44331.64,187318.9,0.91349,0.91349
2006-06-20,1333.53,44471.6,187318.9,0.92414,0.92414
2006-06-21,1331.55,44637.83,187318.9,0.93127,0.93127
2006-06-22,1339.45,44536.67,187318.9,0.92466,0.92466
2006-06-25,1363.41,44968.37,187318.9,0.93857,0.93857
2006-06-26,1363.9,45749.58,187318.9,0.96599,0.96599
2006-06-27,1362.88,46029.3,187318.9,0.97288,0.97288
2006-06-28,1395.12,45962.57,187318.9,0.96622,0.96622
2006-06-29,1393.96,46865.04,187318.9,0.9899,0.9899
2006-07-02,1420.33,46988.06,187318.9,0.98993,0.98993
2006-07-03,1411.01,47705.64,187318.9,1.0,1.0
2006-07-04,1393.01,47261.17,187318.9,0.99667,0.99667
2006-07-05,1418.67,56291.4,187318.9,1.0,1.0
2006-07-06,1410.43,57038.84,187318.9,1.0,1.0
2006-07-09,1412.12,56730.02,187318.9,0.9967,0.9967
2006-07-10,1418.58,56913.87,187318.9,0.99671,0.99671
2006-07-11,1419.2,57276.76,187318.9,1.0,1.0
2006-07-12,1346.09,57103.0,187318.9,0.99673,0.99673
2006-07-13,1357.13,54295.12,187318.9,0.98046,0.98046
2006-07-16,1372.25,54534.55,187318.9,0.98052,0.98052
2006-07-17,1373.42,55117.19,187318.9,0.98058,0.98058
2006-07-18,1336.64,55194.46,187318.9,0.98065,0.98065
2006-07-19,1345.19,53889.27,187318.9,0.96785,0.96785
2006-07-20,1356.03,54190.33,187318.9,0.96795,0.96795
2006-07-23,1358.12,54480.16,187318.9,0.97125,0.97125
2006-07-24,1374.17,54446.65,187318.9,0.96815,0.96815
2006-07-25,1371.3,55095.35,187318.9,0.9746,0.9746
2006-07-26,1355.55,55055.34,187318.9,0.97152,0.97152
2006-07-27,1341.39,54585.38,187318.9,0.96845,0.96845
2006-07-30,1294.33,54074.69,187318.9,0.94969,0.94969
2006-07-31,1282.06,52371.31,187318.9,0.94357,0.94357
2006-08-01,1275.09,52493.69,187318.9,0.94375,0.94375
2006-08-02,1271.74,52481.3,187318.9,0.94081,0.94081
2006-08-03,1241.91,52422.39,187318.9,0.93789,0.93789
2006-08-06,1224.1,51314.05,187318.9,0.93189,0.93189
2006-08-07,1252.39,50492.92,187318.9,0.92901,0.92901
2006-08-08,1251.3,51642.11,187318.9,0.93231,0.93231
2006-08-09,1271.47,51563.89,187318.9,0.92945,0.92945
2006-08-10,1275.65,52451.78,187318.9,0.93884,0.93884
2006-08-13,1245.72,52462.54,187318.9,0.93902,0.93902
2006-08-14,1265.86,51273.34,187318.9,0.91793,0.91793
2006-08-15,1283.57,52098.73,187318.9,0.92727,0.92727
2006-08-16,1271.63,52831.09,187318.9,0.94562,0.94562
2006-08-17,1267.87,52401.31,187318.9,0.92771,0.92771
2006-08-20,1270.56,52476.86,187318.9,0.93694,0.93694
2006-08-21,1285.27,52586.61,187318.9,0.94311,0.94311
2006-08-22,1285.68,52990.14,187318.9,0.94627,0.94627
2006-08-23,1292.4,52993.19,187318.9,0.94643,0.94643
2006-08-24,1295.44,53306.57,187318.9,0.94659,0.94659
2006-08-27,1325.89,53349.5,187318.9,0.94675,0.94675
2006-08-28,1330.15,54416.09,187318.9,0.9587,0.9587
2006-08-29,1334.67,54483.66,187318.9,0.96471,0.96471
2006-08-30,1338.69,54665.5,187318.9,0.97067,0.97067
2006-08-31,1318.1,54765.63,187318.9,0.97076,0.97076
2006-09-03,1337.24,54037.1,187318.9,0.93878,0.93878
2006-09-04,1340.68,54737.43,187318.9,0.96802,0.96802
2006-09-05,1346.37,54860.97,187318.9,0.97101,0.97101
2006-09-06,1328.38,55139.33,187318.9,0.97977,0.97977
2006-09-07,1332.15,54695.93,187318.9,0.95965,0.95965
2006-09-10,1338.76,54884.3,187318.9,0.96839,0.96839
2006-09-11,1347.64,55110.35,187318.9,0.97421,0.97421
2006-09-12,1338.39,55766.94,187318.9,0.98286,0.98286
2006-09-13,1338.28,55452.78,187318.9,0.98006,0.98006
2006-09-14,1362.32,55434.12,187318.9,0.97727,0.97727
2006-09-17,1375.56,56482.79,187318.9,0.98584,0.98584
2006-09-18,1378.31,56919.67,187318.9,0.99153,0.99153
2006-09-19,1378.46,56976.69,187318.9,0.99155,0.99155
2006-09-20,1387.37,56926.93,187318.9,0.98876,0.98876
2006-09-21,1374.85,57182.98,187318.9,0.9972,0.9972
2006-09-24,1372.4,56926.69,187318.9,0.98324,0.98324
2006-09-25,1357.65,56823.45,187318.9,0.97493,0.97493
2006-09-26,1371.12,56506.14,187318.9,0.96944,0.96944
2006-09-27,1387.0,56887.48,187318.9,0.97507,0.97507
2006-09-28,1403.27,57371.8,187318.9,1.0,1.0
2006-10-08,1436.07,57857.4,187318.9,1.0,1.0
2006-10-09,1437.24,58968.31,187318.9,1.0,1.0
2006-10-10,1435.91,57692.04,187318.9,0.99452,0.99452
2006-10-11,1426.5,57853.53,187318.9,0.99454,0.99454
2006-10-12,1430.88,57521.23,187318.9,0.9891,0.9891
2006-10-15,1418.52,57739.11,187318.9,0.99185,0.99185
2006-10-16,1414.45,57455.78,187318.9,0.98374,0.98374
2006-10-17,1437.59,57232.39,187318.9,0.97568,0.97568
2006-10-18,1439.38,58011.14,187318.9,0.9973,0.9973
2006-10-19,1440.18,58177.87,187318.9,0.99731,0.99731
2006-10-22,1408.71,58102.8,187318.9,0.99464,0.99464
2006-10-23,1440.05,57007.85,187318.9,0.95722,0.95722
2006-10-24,1446.83,58423.78,187318.9,0.99733,0.99733
2006-10-25,1456.1,58499.94,187318.9,0.99734,0.99734
2006-10-26,1439.05,59366.53,187318.9,1.0,1.0
2006-10-29,1446.24,69386.9,187318.9,1.0,1.0
2006-10-30,1464.47,69457.11,187318.9,1.0,1.0
2006-10-31,1479.41,70451.8,187318.9,1.0,1.0
2006-11-01,1479.66,71065.76,187318.9,1.0,1.0
2006-11-02,1488.29,70879.85,187318.9,0.99738,0.99738
2006-11-05,1507.89,71449.39,187318.9,1.0,1.0
2006-11-06,1516.1,72133.05,187318.9,1.0,1.0
2006-11-07,1498.17,72201.78,187318.9,1.0,1.0
2006-11-08,1524.71,71392.63,187318.9,0.99223,0.99223
2006-11-09,1504.06,72595.4,187318.9,1.0,1.0
2006-11-12,1475.78,71961.37,187318.9,0.99227,0.99227
2006-11-13,1493.78,71060.44,187318.9,0.98201,0.98201
2006-11-14,1534.76,71958.41,187318.9,0.98974,0.98974
2006-11-15,1533.29,73351.76,187318.9,1.0,1.0
2006-11-16,1562.08,74259.55,187318.9,1.0,1.0
2006-11-19,1593.16,75363.59,187318.9,1.0,1.0
2006-11-20,1612.25,76974.43,187318.9,1.0,1.0
2006-11-21,1624.03,77695.59,187318.9,1.0,1.0
2006-11-22,1634.91,77915.27,187318.9,1.0,1.0
2006-11-23,1636.58,78732.75,187318.9,1.0,1.0
2006-11-26,1651.8,78413.1,187318.9,0.99749,0.99749
2006-11-27,1644.01,78415.14,187318.9,0.99749,0.99749
2006-11-28,1667.14,78174.41,187318.9,0.9925,0.9925
2006-11-29,1714.36,78946.05,187318.9,1.0,1.0
2006-11-30,1729.22,80749.33,187318.9,1.0,1.0
2006-12-03,1780.74,81037.0,187318.9,1.0,1.0
2006-12-04,1794.23,83223.86,187318.9,1.0,1.0
2006-12-05,1779.41,83868.39,187318.9,1.0,1.0
2006-12-06,1775.71,83097.78,187318.9,0.99507,0.99507
2006-12-07,1711.58,83082.31,187318.9,0.99263,0.99263
2006-12-10,1789.92,80786.92,187318.9,0.98775,0.98775
2006-12-11,1802.79,84064.7,187318.9,1.0,1.0
2006-12-12,1803.86,85434.38,187318.9,1.0,1.0
2006-12-13,1836.14,85616.99,187318.9,1.0,1.0
2006-12-14,1867.64,86589.19,187318.9,1.0,1.0
2006-12-17,1916.11,87686.29,187318.9,1.0,1.0
2006-12-18,1921.44,89950.02,187318.9,1.0,1.0
2006-12-19,1936.55,91126.54,187318.9,1.0,1.0
2006-12-20,1908.98,92024.71,187318.9,1.0,1.0
2006-12-21,1895.64,90862.97,187318.9,0.9952,0.9952
2006-12-24,1939.1,91123.1,187318.9,0.99522,0.99522
2006-12-25,1938.24,94523.32,187318.9,1.0,1.0
2006-12-26,1982.88,96023.01,187318.9,1.0,1.0
2006-12-27,1979.93,98089.38,187318.9,1.0,1.0
2006-12-28,2041.05,99172.57,187318.9,1.0,1.0
2007-01-03,2067.09,103255.7,219438.5,0.97872,0.97872
2007-01-04,2072.88,104755.38,219438.5,0.97877,0.97877
2007-01-07,2131.56,102153.74,219438.5,0.97176,0.97176
2007-01-08,2200.09,104700.46,219438.5,0.97653,0.97653
2007-01-09,2255.97,119433.22,219438.5,1.0,1.0
2007-01-10,2231.63,120569.2,219438.5,1.0,1.0
2007-01-11,2173.75,118338.48,219438.5,0.99534,0.99534
2007-01-14,2287.34,115076.65,219438.5,0.9907,0.9907
2007-01-15,2353.87,121208.08,219438.5,1.0,1.0
2007-01-16,2308.93,123037.05,219438.5,1.0,1.0
2007-01-17,2317.09,121395.07,219438.5,0.99769,0.99769
2007-01-18,2396.09,120402.48,219438.5,0.99078,0.99078
2007-01-21,2491.31,123707.59,219438.5,1.0,1.0
2007-01-22,2508.13,128432.46,219438.5,1.0,1.0
2007-01-23,2536.43,129078.28,219438.5,1.0,1.0
2007-01-24,2452.83,130048.57,219438.5,1.0,1.0
2007-01-25,2512.92,124710.82,219438.5,0.99317,0.99317
2007-01-28,2576.92,125976.73,219438.5,0.99318,0.99318
2007-01-29,2551.88,128674.93,219438.5,0.99546,0.99546
2007-01-30,2385.34,128018.04,219438.5,0.99095,0.99095
2007-01-31,2395.17,121697.43,219438.5,0.97968,0.97968
2007-02-01,2298.0,121747.86,219438.5,0.97973,0.97973
2007-02-04,2271.8,116974.68,219438.5,0.9618,0.9618
2007-02-05,2316.04,115754.44,219438.5,0.9574,0.9574
2007-02-06,2369.79,118493.04,219438.5,0.96421,0.96421
