日期,指数,市净率,等权市净率,市净率中位数
2023-12-07,9519.91,1.85,3.33,2.26
2023-12-08,9553.92,1.84,3.31,2.23
2023-12-11,9632.61,1.86,3.34,2.25
2023-12-12,9625.26,1.86,3.37,2.25
2023-12-13,9476.62,1.84,3.34,2.24
2023-12-14,9417.97,1.83,3.33,2.24
2023-12-15,9385.33,1.82,3.32,2.24
2023-12-18,9279.39,1.81,3.27,2.2
2023-12-19,9289.34,1.8,3.28,2.21
2023-12-20,9158.44,1.78,3.24,2.19
2023-12-21,9257.09,1.8,3.28,2.22
2023-12-22,9221.31,1.79,3.24,2.18
2023-12-25,9256.28,1.8,3.16,2.16
2023-12-26,9157.25,1.78,3.18,2.15
2023-12-27,9191.74,1.79,3.21,2.16
2023-12-28,9441.05,1.83,3.26,2.19
2023-12-29,9524.69,1.84,3.3,2.23
2024-01-02,9401.35,1.84,3.31,2.24
2024-01-03,9330.86,1.82,3.31,2.23
2024-01-04,9215.25,1.81,3.31,2.22
2024-01-05,9116.44,1.79,3.25,2.18
2024-01-08,8947.72,1.76,3.19,2.14
2024-01-09,8971.72,1.76,3.21,2.16
2024-01-10,8922.79,1.75,3.19,2.16
2024-01-11,9053.88,1.77,3.24,2.17
2024-01-12,8996.26,1.77,3.21,2.16
2024-01-15,8963.93,1.76,3.22,2.16
2024-01-16,8992.07,1.77,3.2,2.15
2024-01-17,8759.76,1.72,3.13,2.1
2024-01-18,8847.0,1.73,3.1,2.08
2024-01-19,8787.02,1.72,3.06,2.08
2024-01-22,8479.55,1.65,2.89,1.96
2024-01-23,8596.28,1.67,2.89,1.96
2024-01-24,8682.19,1.69,2.94,1.98
2024-01-25,8856.22,1.73,3.04,2.04
2024-01-26,8762.33,1.72,3.04,2.03
2024-01-29,8581.76,1.7,2.94,1.98
2024-01-30,8375.98,1.66,2.84,1.91
2024-01-31,8212.84,1.61,2.7,1.81
2024-02-01,8240.48,1.61,2.65,1.79
2024-02-02,8055.77,1.57,2.54,1.72
2024-02-05,7964.71,1.53,2.35,1.57
2024-02-06,8460.38,1.61,2.36,1.61
2024-02-07,8708.24,1.64,2.32,1.57
2024-02-08,8820.6,1.67,2.43,1.67
2024-02-19,8902.33,1.69,2.52,1.75
2024-02-20,8905.96,1.7,2.56,1.76
2024-02-21,8975.97,1.72,2.61,1.79
2024-02-22,9043.75,1.73,2.67,1.84
2024-02-23,9069.42,1.74,2.75,1.87
2024-02-26,9066.09,1.75,2.79,1.9
2024-02-27,9269.57,1.78,2.87,1.94
2024-02-28,9047.1,1.73,2.7,1.86
2024-02-29,9330.44,1.78,2.8,1.91
2024-03-01,9434.75,1.8,2.83,1.93
2024-03-04,9438.24,1.8,2.84,1.92
2024-03-05,9416.8,1.79,2.81,1.9
2024-03-06,9395.65,1.79,2.84,1.91
2024-03-07,9267.12,1.78,2.81,1.91
2024-03-08,9369.05,1.8,2.84,1.93
2024-03-11,9581.53,1.82,2.89,1.96
2024-03-12,9630.55,1.83,2.92,1.99
2024-03-13,9604.99,1.83,2.92,1.99
2024-03-14,9555.42,1.82,2.9,1.99
2024-03-15,9612.75,1.84,2.95,2.01
2024-03-18,9752.83,1.86,3.01,2.04
2024-03-19,9696.69,1.85,3.0,2.04
2024-03-20,9717.37,1.86,3.04,2.06
2024-03-21,9682.51,1.86,3.05,2.05
2024-03-22,9565.56,1.83,3.0,2.04
2024-03-25,9422.61,1.81,2.92,2.0
2024-03-26,9449.43,1.82,2.92,2.01
2024-03-27,9222.47,1.77,2.82,1.93
2024-03-28,9342.92,1.8,2.89,1.98
2024-03-29,9400.85,1.81,2.92,2.01
2024-04-01,9647.07,1.85,2.99,2.05
2024-04-02,9586.95,1.84,2.98,2.04
2024-04-03,9544.77,1.83,2.96,2.03
2024-04-08,9394.61,1.81,2.9,1.99
2024-04-09,9448.98,1.82,2.93,2.02
2024-04-10,9297.96,1.79,2.87,1.98
2024-04-11,9300.77,1.8,2.87,1.98
2024-04-12,9228.23,1.79,2.86,1.96
2024-04-15,9369.7,1.8,2.74,1.89
2024-04-16,9155.07,1.75,2.55,1.77
2024-04-17,9381.77,1.8,2.67,1.87
2024-04-18,9376.81,1.8,2.67,1.87
2024-04-19,9279.46,1.79,2.65,1.87
2024-04-22,9239.14,1.78,2.62,1.84
2024-04-23,9183.14,1.77,2.62,1.86
2024-04-24,9251.13,1.78,2.67,1.89
2024-04-25,9264.48,1.78,2.69,1.9
2024-04-26,9463.91,1.81,2.76,1.93
2024-04-29,9673.76,1.81,2.87,1.97
2024-04-30,9587.12,1.79,2.98,1.97
2024-05-06,9779.21,1.83,3.06,2.02
2024-05-07,9770.94,1.83,3.08,2.04
2024-05-08,9638.82,1.8,3.03,2.01
2024-05-09,9788.07,1.83,3.06,2.03
2024-05-10,9731.24,1.82,3.03,2.03
2024-05-13,9673.32,1.81,2.97,1.98
2024-05-14,9668.73,1.82,3.0,2.01
2024-05-15,9583.54,1.81,2.93,1.99
2024-05-16,9604.13,1.81,2.94,2.0
2024-05-17,9709.42,1.83,2.98,2.02
2024-05-20,9750.82,1.84,2.99,2.04
2024-05-21,9681.66,1.83,2.95,2.01
2024-05-22,9693.05,1.83,2.96,2.0
2024-05-23,9541.64,1.8,2.89,1.96
2024-05-24,9424.58,1.78,2.86,1.94
2024-05-27,9507.75,1.8,2.87,1.97
2024-05-28,9391.05,1.78,2.84,1.93
2024-05-29,9414.98,1.79,2.85,1.94
2024-05-30,9384.72,1.78,2.82,1.93
2024-05-31,9364.38,1.78,2.83,1.95
2024-06-03,9370.5,1.77,2.83,1.91
2024-06-04,9469.32,1.79,2.8,1.9
2024-06-05,9393.61,1.77,2.74,1.86
2024-06-06,9340.01,1.75,2.7,1.8
2024-06-07,9255.68,1.75,2.76,1.83
2024-06-11,9262.35,1.75,2.77,1.84
2024-06-12,9269.94,1.76,2.75,1.86
2024-06-13,9206.24,1.75,2.79,1.86
2024-06-14,9252.25,1.76,2.8,1.86
2024-06-17,9281.25,1.76,2.78,1.85
2024-06-18,9318.47,1.77,2.81,1.87
2024-06-19,9219.07,1.75,2.8,1.85
2024-06-20,9068.85,1.72,2.73,1.81
2024-06-21,9064.84,1.72,2.73,1.81
2024-06-24,8924.17,1.69,2.7,1.74
2024-06-25,8850.29,1.69,2.76,1.75
2024-06-26,8987.3,1.72,2.77,1.8
2024-06-27,8849.7,1.69,2.72,1.77
2024-06-28,8848.7,1.7,2.73,1.78
2024-07-01,8899.17,1.72,2.69,1.79
2024-07-02,8812.67,1.7,2.64,1.79
2024-07-03,8760.43,1.69,2.63,1.77
2024-07-04,8673.83,1.67,2.62,1.72
2024-07-05,8695.55,1.67,2.65,1.74
2024-07-08,8561.95,1.65,2.65,1.69
2024-07-09,8705.94,1.68,2.68,1.72
2024-07-10,8697.22,1.67,2.65,1.71
2024-07-11,8870.36,1.71,2.67,1.77
2024-07-12,8854.08,1.71,2.66,1.77
2024-07-15,8801.62,1.7,2.63,1.75
2024-07-16,8877.02,1.7,2.63,1.75
2024-07-17,8835.14,1.69,2.6,1.73
2024-07-18,8879.33,1.7,2.6,1.73
2024-07-19,8903.23,1.7,2.61,1.73
2024-07-22,8869.82,1.69,2.56,1.73
2024-07-23,8606.58,1.65,2.58,1.69
2024-07-24,8493.1,1.63,2.54,1.67
2024-07-25,8474.7,1.63,2.55,1.68
2024-07-26,8597.17,1.65,2.57,1.7
2024-07-29,8514.65,1.65,2.58,1.71
2024-07-30,8468.58,1.64,2.6,1.71
2024-07-31,8754.09,1.69,2.68,1.77
2024-08-01,8673.58,1.68,2.63,1.79
2024-08-02,8553.55,1.66,2.61,1.76
2024-08-05,8395.05,1.63,2.55,1.73
2024-08-06,8463.86,1.64,2.6,1.76
2024-08-07,8449.58,1.64,2.6,1.75
2024-08-08,8446.21,1.64,2.61,1.76
2024-08-09,8393.7,1.64,2.59,1.75
2024-08-12,8373.47,1.63,2.56,1.73
2024-08-13,8409.22,1.63,2.58,1.74
2024-08-14,8311.0,1.62,2.51,1.73
2024-08-15,8370.12,1.63,2.53,1.74
2024-08-16,8349.87,1.62,2.57,1.72
2024-08-19,8356.9,1.62,2.56,1.71
2024-08-20,8252.87,1.6,2.52,1.69
2024-08-21,8229.75,1.6,2.52,1.68
2024-08-22,8162.18,1.58,2.48,1.66
2024-08-23,8181.92,1.58,2.53,1.66
2024-08-26,8194.65,1.59,2.5,1.68
2024-08-27,8103.76,1.58,2.47,1.65
2024-08-28,8078.82,1.58,2.42,1.66
2024-08-29,8154.44,1.59,2.46,1.68
2024-08-30,8348.48,1.62,2.52,1.72
2024-09-02,8172.21,1.62,2.46,1.69
2024-09-03,8268.05,1.63,2.49,1.71
2024-09-04,8226.24,1.62,2.47,1.69
2024-09-05,8249.66,1.63,2.49,1.71
2024-09-06,8130.77,1.61,2.51,1.68
2024-09-09,8063.27,1.59,2.52,1.67
2024-09-10,8073.83,1.59,2.53,1.68
2024-09-11,8105.38,1.59,2.51,1.67
2024-09-12,8054.24,1.58,2.51,1.67
2024-09-13,7983.55,1.56,2.49,1.63
2024-09-18,7992.25,1.57,2.47,1.62
2024-09-19,8087.6,1.59,2.53,1.67
2024-09-20,8075.14,1.59,2.54,1.66
2024-09-23,8083.38,1.59,2.55,1.68
2024-09-24,8435.7,1.65,2.63,1.73
2024-09-25,8537.73,1.67,2.66,1.74
2024-09-26,8916.65,1.74,2.68,1.79
2024-09-27,9514.86,1.82,2.79,1.88
2024-09-30,10529.76,1.98,3.03,2.05
2024-10-08,11495.1,2.08,3.18,2.16
2024-10-09,10557.81,1.93,2.96,1.98
2024-10-10,10471.08,1.94,2.95,2.0
2024-10-11,10060.74,1.88,2.87,1.91
2024-10-14,10327.4,1.92,2.96,1.97
2024-10-15,10066.52,1.88,2.92,1.94
2024-10-16,9965.02,1.88,2.93,1.95
2024-10-17,9891.76,1.86,2.91,1.94
2024-10-18,10357.68,1.91,2.98,1.99
2024-10-21,10470.91,1.93,3.03,2.02
2024-10-22,10559.51,1.95,3.08,2.04
2024-10-23,10576.41,1.96,3.1,2.07
2024-10-24,10441.75,1.94,3.12,2.06
2024-10-25,10619.85,1.96,3.2,2.1
2024-10-28,10685.89,1.98,3.33,2.13
2024-10-29,10543.33,1.95,3.28,2.1
2024-10-30,10530.85,1.95,3.37,2.09
2024-10-31,10591.22,1.95,3.53,2.11
2024-11-01,10455.5,1.93,3.4,2.06
2024-11-04,10663.1,1.96,3.45,2.09
2024-11-05,11006.94,2.01,3.54,2.16
2024-11-06,10968.14,2.0,3.57,2.16
2024-11-07,11235.92,2.05,3.66,2.2
2024-11-08,11161.7,2.04,3.68,2.2
2024-11-11,11388.57,2.06,3.74,2.26
2024-11-12,11314.46,2.04,3.72,2.23
2024-11-13,11359.29,2.04,3.69,2.23
2024-11-14,11037.78,2.0,3.59,2.17
2024-11-15,10748.97,1.96,3.5,2.13
2024-11-18,10544.02,1.94,3.4,2.07
2024-11-19,10743.84,1.96,3.47,2.13
2024-11-20,10827.19,1.98,3.56,2.17
2024-11-21,10819.88,1.98,3.59,2.19
2024-11-22,10438.72,1.92,3.48,2.11
2024-11-25,10420.52,1.92,3.53,2.14
2024-11-26,10333.23,1.91,3.51,2.13
2024-11-27,10566.1,1.94,3.54,2.15
2024-11-28,10432.54,1.93,3.57,2.15
2024-11-29,10611.72,1.95,3.61,2.18
2024-12-02,10756.55,1.98,3.71,2.25
2024-12-03,10713.58,1.98,3.72,2.27
2024-12-04,10604.01,1.96,3.69,2.26
2024-12-05,10634.49,1.96,3.68,2.28
2024-12-06,10791.34,1.98,3.72,2.31
2024-12-09,10731.66,1.98,3.79,2.31
2024-12-10,10812.58,2.0,3.75,2.31
2024-12-11,10848.42,2.01,3.81,2.36
2024-12-12,10957.13,2.03,3.88,2.39
2024-12-13,10713.07,1.99,3.82,2.34
2024-12-16,10573.92,1.97,3.8,2.33
2024-12-17,10537.43,1.96,3.64,2.25
2024-12-18,10584.27,1.97,3.72,2.26
2024-12-19,10649.03,1.97,3.7,2.26
2024-12-20,10646.62,1.97,3.73,2.28
2024-12-23,10537.4,1.95,3.53,2.18
2024-12-24,10671.43,1.98,3.53,2.2
2024-12-25,10603.1,1.96,3.44,2.15
2024-12-26,10673.97,1.97,3.47,2.17
2024-12-27,10659.98,1.98,3.51,2.21
2024-12-30,10671.16,1.98,3.47,2.17
2024-12-31,10414.61,1.94,3.41,2.12
2025-01-02,10088.06,1.89,3.36,2.08
2025-01-03,9897.12,1.85,3.23,2.02
2025-01-06,9885.65,1.85,3.19,2.02
2025-01-07,9998.76,1.87,3.27,2.05
2025-01-08,9944.64,1.87,3.28,2.05
2025-01-09,9976.0,1.88,3.3,2.06
2025-01-10,9795.94,1.84,3.2,2.0
2025-01-13,9796.18,1.84,3.2,2.0
2025-01-14,10165.17,1.9,3.35,2.08
2025-01-15,10060.13,1.89,3.34,2.07
2025-01-16,10101.1,1.89,3.37,2.09
2025-01-17,10161.32,1.9,3.37,2.1
2025-01-20,10256.4,1.92,3.39,2.12
2025-01-21,10305.69,1.92,3.37,2.11
2025-01-22,10225.87,1.9,3.33,2.08
2025-01-23,10176.17,1.9,3.31,2.07
2025-01-24,10292.73,1.92,3.33,2.08
2025-01-27,10156.07,1.91,3.29,2.07
2025-02-05,10164.22,1.9,3.29,2.09
2025-02-06,10393.63,1.94,3.36,2.14
2025-02-07,10576.0,1.97,3.41,2.17
2025-02-10,10631.25,1.98,3.49,2.21
2025-02-11,10557.62,1.97,3.48,2.19
2025-02-12,10708.88,2.0,3.51,2.21
2025-02-13,10626.62,1.98,3.49,2.2
2025-02-14,10749.46,1.99,3.48,2.19
2025-02-17,10791.06,2.0,3.53,2.22
2025-02-18,10617.26,1.98,3.46,2.15
2025-02-19,10772.65,2.0,3.53,2.2
2025-02-20,10794.55,2.01,3.55,2.22
2025-02-21,10991.37,2.04,3.57,2.23
2025-02-24,10983.04,2.04,3.59,2.24
2025-02-25,10854.5,2.02,3.58,2.23
2025-02-26,10955.65,2.04,3.62,2.25
2025-02-27,10927.51,2.04,3.61,2.25
2025-02-28,10611.24,1.99,3.5,2.2
2025-03-03,10649.59,1.99,3.5,2.22
2025-03-04,10679.44,2.0,3.54,2.23
2025-03-05,10709.46,2.0,3.56,2.24
2025-03-06,10898.75,2.03,3.6,2.26
2025-03-07,10843.73,2.03,3.58,2.26
2025-03-10,10825.7,2.03,3.61,2.27
2025-03-11,10861.16,2.04,3.63,2.28
2025-03-12,10843.23,2.04,3.65,2.28
2025-03-13,10736.19,2.03,3.57,2.27
2025-03-14,10978.3,2.07,3.63,2.31
2025-03-17,10957.82,2.07,3.65,2.33
2025-03-18,11014.75,2.08,3.66,2.34
2025-03-19,10979.05,2.08,3.64,2.33
2025-03-20,10879.49,2.07,3.65,2.33
2025-03-21,10687.55,2.04,3.61,2.31
2025-03-24,10695.49,2.04,3.53,2.27
2025-03-25,10649.08,2.03,3.5,2.28
2025-03-26,10643.82,2.03,3.53,2.28
2025-03-27,10668.1,2.03,3.5,2.29
2025-03-28,10607.33,2.02,3.45,2.26
2025-03-31,10504.33,1.99,3.41,2.22
2025-04-01,10503.66,2.0,3.43,2.25
2025-04-02,10513.12,2.0,3.43,2.24
2025-04-03,10365.73,1.98,3.41,2.24
2025-04-07,9364.5,1.82,3.11,2.04
2025-04-08,9424.68,1.82,3.02,1.98
2025-04-09,9539.89,1.84,3.09,2.01
2025-04-10,9754.64,1.88,3.18,2.07
2025-04-11,9834.44,1.89,3.21,2.08
2025-04-14,9884.3,1.91,3.3,2.13
2025-04-15,9858.1,1.91,3.29,2.13
2025-04-16,9774.73,1.89,3.24,2.09
2025-04-17,9759.05,1.89,3.26,2.1
2025-04-18,9781.65,1.88,3.22,2.1
2025-04-21,9905.53,1.9,3.34,2.14
2025-04-22,9870.05,1.9,3.38,2.14
2025-04-23,9935.8,1.92,3.39,2.15
2025-04-24,9878.32,1.9,3.37,2.13
2025-04-25,9917.06,1.9,3.4,2.12
2025-04-28,9855.2,1.86,3.43,2.1
2025-04-29,9849.8,1.85,3.59,2.12
2025-04-30,9899.82,1.85,3.62,2.12
2025-05-06,10082.34,1.88,3.72,2.2
2025-05-07,10104.13,1.88,3.75,2.22
2025-05-08,10197.66,1.89,3.8,2.24
2025-05-09,10126.83,1.89,3.78,2.23
2025-05-12,10301.16,1.91,3.82,2.24
2025-05-13,10288.08,1.91,3.82,2.24
2025-05-14,10354.22,1.92,3.83,2.26
2025-05-15,10186.45,1.9,3.8,2.23
2025-05-16,10179.6,1.9,3.81,2.25
2025-05-19,10171.09,1.91,3.86,2.26
2025-05-20,10249.17,1.92,3.91,2.29
2025-05-21,10294.22,1.93,3.89,2.3
2025-05-22,10219.62,1.91,3.86,2.26
2025-05-23,10132.41,1.9,3.82,2.25
2025-05-26,10091.16,1.9,3.85,2.28
2025-05-27,10029.11,1.89,3.88,2.28
2025-05-28,10003.27,1.89,3.87,2.26
2025-05-29,10127.2,1.91,3.85,2.29
2025-05-30,10040.63,1.89,3.81,2.26
2025-06-03,10057.17,1.9,3.83,2.29
2025-06-04,10144.58,1.91,3.88,2.34
2025-06-05,10203.5,1.92,3.82,2.33
2025-06-06,10183.7,1.91,3.77,2.32
2025-06-09,10250.14,1.92,3.83,2.37
2025-06-10,10162.18,1.91,3.94,2.34
2025-06-11,10246.02,2.02,3.83,2.35
2025-06-12,10234.33,2.02,3.89,2.37
2025-06-13,10122.11,2.0,3.89,2.33
2025-06-16,10163.55,2.0,3.92,2.35
2025-06-17,10151.43,2.0,3.93,2.34
2025-06-18,10175.59,2.0,3.91,2.32
2025-06-19,10051.97,1.98,3.84,2.29
2025-06-20,10005.03,1.97,3.88,2.26
2025-06-23,10048.39,1.98,3.88,2.29
2025-06-24,10217.63,2.01,3.94,2.34
2025-06-25,10393.72,2.03,3.95,2.35
2025-06-26,10343.48,2.02,3.96,2.36
2025-06-27,10378.55,2.03,3.97,2.37
2025-06-30,10465.12,2.04,3.9,2.4
2025-07-01,10476.29,2.05,3.99,2.41
2025-07-02,10412.63,2.04,3.96,2.39
2025-07-03,10534.58,2.06,3.98,2.41
2025-07-04,10508.76,2.06,4.01,2.4
2025-07-07,10435.51,2.05,3.9,2.4
2025-07-08,10588.39,2.07,4.01,2.43
2025-07-09,10581.8,2.07,4.01,2.42
2025-07-10,10631.13,2.08,4.02,2.43
2025-07-11,10696.1,2.09,4.09,2.43
2025-07-14,10684.52,2.09,4.04,2.43
2025-07-15,10744.56,2.09,4.12,2.42
2025-07-16,10720.81,2.09,4.02,2.42
2025-07-17,10873.62,2.11,4.05,2.45
2025-07-18,10913.84,2.12,4.06,2.46
2025-07-21,11007.49,2.15,4.1,2.48
2025-07-22,11099.83,2.17,4.1,2.51
2025-07-23,11059.04,2.16,4.07,2.48
2025-07-24,11193.06,2.18,4.12,2.51
2025-07-25,11168.14,2.17,4.13,2.51
2025-07-28,11217.58,2.17,4.14,2.52
2025-07-29,11289.41,2.09,4.14,2.54
2025-07-30,11203.03,2.08,4.12,2.51
2025-07-31,11009.77,2.05,4.14,2.49
2025-08-01,10991.32,2.05,4.02,2.5
2025-08-04,11041.56,2.06,4.06,2.53
2025-08-05,11106.96,2.07,4.11,2.56
2025-08-06,11177.78,2.08,4.13,2.56
2025-08-07,11157.94,2.08,4.15,2.57
2025-08-08,11128.67,2.08,4.16,2.58
2025-08-11,11291.43,2.1,4.2,2.61
2025-08-12,11351.63,2.11,4.2,2.6
2025-08-13,11551.36,2.13,4.22,2.61
2025-08-14,11451.43,2.11,4.16,2.57
2025-08-15,11634.67,2.13,4.21,2.6
2025-08-18,11835.57,2.16,4.27,2.64
2025-08-19,11821.63,2.15,4.29,2.66
2025-08-20,11926.74,2.18,4.35,2.69
2025-08-21,11919.76,2.17,4.34,2.69
2025-08-22,12166.06,2.2,4.3,2.67
2025-08-25,12441.07,2.22,4.31,2.69
2025-08-26,12473.17,2.24,4.36,2.69
2025-08-27,12295.07,2.19,4.33,2.61
2025-08-28,12571.37,2.21,4.25,2.6
2025-08-29,12696.15,2.21,4.32,2.59
2025-09-01,12828.95,2.21,4.34,2.62
2025-09-02,12553.84,2.18,4.21,2.58
2025-09-03,12472.0,2.15,4.14,2.53
2025-09-04,12118.7,2.11,4.1,2.51
2025-09-05,12590.56,2.16,4.19,2.58
2025-09-08,12666.84,2.19,4.17,2.62
2025-09-09,12510.6,2.17,4.14,2.6
2025-09-10,12557.68,2.17,4.17,2.6
2025-09-11,12979.89,2.22,4.22,2.65
2025-09-12,12924.13,2.21,4.23,2.65
2025-09-15,13005.77,2.21,4.17,2.63
2025-09-16,13063.97,2.22,4.28,2.65
2025-09-17,13215.46,2.24,4.29,2.67
2025-09-18,13075.66,2.22,4.24,2.63
2025-09-19,13070.86,2.21,4.22,2.62
2025-09-22,13157.97,2.22,4.27,2.62
2025-09-23,13119.82,2.21,4.2,2.59
2025-09-24,13356.14,2.24,4.26,2.63
2025-09-25,13445.9,2.24,4.24,2.61
