stock_code,result
600880,"
StockCode: 600880, Final Capital: 10180.00 CNY, Winning Rate: 40.00%,持仓：0, 最后一次购买日期为：2025-02-10 00:00:00, 买入价格：5.04"
600886,"
StockCode: 600886, Final Capital: 10371.00 CNY, Winning Rate: 42.86%,持仓：1, 最后一次购买日期为：2025-04-18 00:00:00, 买入价格：14.69"
600885,"
StockCode: 600885, Final Capital: 12353.45 CNY, Winning Rate: 54.55%,持仓：0, 最后一次购买日期为：2025-03-11 00:00:00, 买入价格：34.98"
600888,"
StockCode: 600888, Final Capital: 11540.06 CNY, Winning Rate: 66.67%,持仓：0, 最后一次购买日期为：2025-03-25 00:00:00, 买入价格：7.39"
600882,"
StockCode: 600882, Final Capital: 11786.15 CNY, Winning Rate: 45.45%,持仓：0, 最后一次购买日期为：2025-04-03 00:00:00, 买入价格：24.45"
600893,"
StockCode: 600893, Final Capital: 11624.00 CNY, Winning Rate: 71.43%,持仓：0, 最后一次购买日期为：2024-11-05 00:00:00, 买入价格：46.75"
600887,"
StockCode: 600887, Final Capital: 10009.06 CNY, Winning Rate: 37.50%,持仓：0, 最后一次购买日期为：2025-04-09 00:00:00, 买入价格：29.53"
600889,"
StockCode: 600889, Final Capital: 39151.00 CNY, Winning Rate: 44.44%,持仓：0, 最后一次购买日期为：2025-02-25 00:00:00, 买入价格：19.59"
600908,"
StockCode: 600908, Final Capital: 9337.81 CNY, Winning Rate: 45.45%,持仓：0, 最后一次购买日期为：2025-03-20 00:00:00, 买入价格：5.78"
600881,"
StockCode: 600881, Final Capital: 20570.00 CNY, Winning Rate: 75.00%,持仓：0, 最后一次购买日期为：2024-12-09 00:00:00, 买入价格：2.23"
600933,"
StockCode: 600933, Final Capital: 8943.00 CNY, Winning Rate: 25.00%,持仓：0, 最后一次购买日期为：2025-02-20 00:00:00, 买入价格：20.68"
600894,"
StockCode: 600894, Final Capital: 11474.00 CNY, Winning Rate: 45.45%,持仓：0, 最后一次购买日期为：2025-03-10 00:00:00, 买入价格：12.77"
600926,"
StockCode: 600926, Final Capital: 10371.00 CNY, Winning Rate: 58.33%,持仓：0, 最后一次购买日期为：2025-03-17 00:00:00, 买入价格：14.72"
600959,"
StockCode: 600959, Final Capital: 10526.00 CNY, Winning Rate: 50.00%,持仓：0, 最后一次购买日期为：2025-03-13 00:00:00, 买入价格：3.54"
600963,"
StockCode: 600963, Final Capital: 13614.42 CNY, Winning Rate: 71.43%,持仓：0, 最后一次购买日期为：2024-11-05 00:00:00, 买入价格：6.07"
600898,"
StockCode: 600898, Final Capital: 13735.00 CNY, Winning Rate: 66.67%,持仓：0, 最后一次购买日期为：2024-11-13 00:00:00, 买入价格：1.97"
600909,"
StockCode: 600909, Final Capital: 12019.67 CNY, Winning Rate: 37.50%,持仓：0, 最后一次购买日期为：2025-03-19 00:00:00, 买入价格：5.84"
600965,"
StockCode: 600965, Final Capital: 9949.46 CNY, Winning Rate: 40.00%,持仓：0, 最后一次购买日期为：2025-04-09 00:00:00, 买入价格：6.74"
600967,"
StockCode: 600967, Final Capital: 10003.39 CNY, Winning Rate: 38.46%,持仓：0, 最后一次购买日期为：2025-03-21 00:00:00, 买入价格：11.37"
600968,"
StockCode: 600968, Final Capital: 7692.00 CNY, Winning Rate: 11.11%,持仓：1, 最后一次购买日期为：2025-04-15 00:00:00, 买入价格：3.94"
600929,"
StockCode: 600929, Final Capital: 10533.00 CNY, Winning Rate: 50.00%,持仓：0, 最后一次购买日期为：2025-03-25 00:00:00, 买入价格：5.44"
600962,"
StockCode: 600962, Final Capital: 9445.55 CNY, Winning Rate: 27.27%,持仓：0, 最后一次购买日期为：2025-03-18 00:00:00, 买入价格：14.14"
600966,"
StockCode: 600966, Final Capital: 12211.56 CNY, Winning Rate: 66.67%,持仓：0, 最后一次购买日期为：2024-11-20 00:00:00, 买入价格：5.95"
600936,"
StockCode: 600936, Final Capital: 12067.00 CNY, Winning Rate: 44.44%,持仓：0, 最后一次购买日期为：2025-04-17 00:00:00, 买入价格：3.72"
600970,"
StockCode: 600970, Final Capital: 9776.00 CNY, Winning Rate: 42.86%,持仓：0, 最后一次购买日期为：2025-03-26 00:00:00, 买入价格：9.95"
600903,"
StockCode: 600903, Final Capital: 12184.00 CNY, Winning Rate: 57.14%,持仓：0, 最后一次购买日期为：2025-03-26 00:00:00, 买入价格：6.72"
600939,"
StockCode: 600939, Final Capital: 13562.00 CNY, Winning Rate: 50.00%,持仓：0, 最后一次购买日期为：2024-10-28 00:00:00, 买入价格：4.13"
600958,"
StockCode: 600958, Final Capital: 10117.00 CNY, Winning Rate: 42.86%,持仓：0, 最后一次购买日期为：2024-12-27 00:00:00, 买入价格：11.02"
600977,"
StockCode: 600977, Final Capital: 10635.00 CNY, Winning Rate: 60.00%,持仓：0, 最后一次购买日期为：2025-02-13 00:00:00, 买入价格：12.51"
600969,"
StockCode: 600969, Final Capital: 11229.00 CNY, Winning Rate: 54.55%,持仓：0, 最后一次购买日期为：2025-04-15 00:00:00, 买入价格：7.20"
600975,"
StockCode: 600975, Final Capital: 9513.00 CNY, Winning Rate: 50.00%,持仓：0, 最后一次购买日期为：2025-04-09 00:00:00, 买入价格：6.67"
600961,"
StockCode: 600961, Final Capital: 11619.00 CNY, Winning Rate: 44.44%,持仓：1, 最后一次购买日期为：2025-04-21 00:00:00, 买入价格：11.20"
600895,"
StockCode: 600895, Final Capital: 10991.62 CNY, Winning Rate: 44.44%,持仓：0, 最后一次购买日期为：2025-03-10 00:00:00, 买入价格：27.65"
600980,"
StockCode: 600980, Final Capital: 10703.36 CNY, Winning Rate: 44.44%,持仓：0, 最后一次购买日期为：2025-03-12 00:00:00, 买入价格：17.58"
600917,"
StockCode: 600917, Final Capital: 11659.77 CNY, Winning Rate: 83.33%,持仓：0, 最后一次购买日期为：2025-03-18 00:00:00, 买入价格：5.84"
600884,"
StockCode: 600884, Final Capital: 8779.00 CNY, Winning Rate: 28.57%,持仓：0, 最后一次购买日期为：2025-03-05 00:00:00, 买入价格：8.00"
600901,"
StockCode: 600901, Final Capital: 10748.22 CNY, Winning Rate: 60.00%,持仓：0, 最后一次购买日期为：2025-03-21 00:00:00, 买入价格：5.11"
600981,"
StockCode: 600981, Final Capital: 8439.99 CNY, Winning Rate: 37.50%,持仓：0, 最后一次购买日期为：2025-04-16 00:00:00, 买入价格：2.83"
600973,"
StockCode: 600973, Final Capital: 9897.00 CNY, Winning Rate: 54.55%,持仓：0, 最后一次购买日期为：2025-03-26 00:00:00, 买入价格：5.43"
600900,"
StockCode: 600900, Final Capital: 11201.00 CNY, Winning Rate: 75.00%,持仓：0, 最后一次购买日期为：2025-04-03 00:00:00, 买入价格：28.40"
600883,"
StockCode: 600883, Final Capital: 11887.00 CNY, Winning Rate: 55.56%,持仓：0, 最后一次购买日期为：2025-03-07 00:00:00, 买入价格：6.99"
600897,"
StockCode: 600897, Final Capital: 10399.00 CNY, Winning Rate: 55.56%,持仓：0, 最后一次购买日期为：2025-03-11 00:00:00, 买入价格：15.13"
600971,"
StockCode: 600971, Final Capital: 10888.00 CNY, Winning Rate: 40.00%,持仓：0, 最后一次购买日期为：2025-03-20 00:00:00, 买入价格：8.70"
600928,"
StockCode: 600928, Final Capital: 10001.00 CNY, Winning Rate: 37.50%,持仓：0, 最后一次购买日期为：2025-03-24 00:00:00, 买入价格：3.55"
600892,"
StockCode: 600892, Final Capital: 10637.00 CNY, Winning Rate: 50.00%,持仓：0, 最后一次购买日期为：2025-03-17 00:00:00, 买入价格：3.76"
600960,"
StockCode: 600960, Final Capital: 9592.00 CNY, Winning Rate: 37.50%,持仓：0, 最后一次购买日期为：2025-03-10 00:00:00, 买入价格：3.96"
600976,"
StockCode: 600976, Final Capital: 10541.90 CNY, Winning Rate: 33.33%,持仓：0, 最后一次购买日期为：2025-04-02 00:00:00, 买入价格：45.85"
600919,"
StockCode: 600919, Final Capital: 9242.61 CNY, Winning Rate: 33.33%,持仓：1, 最后一次购买日期为：2025-04-16 00:00:00, 买入价格：9.74"
600979,"
StockCode: 600979, Final Capital: 19376.00 CNY, Winning Rate: 61.54%,持仓：0, 最后一次购买日期为：2025-04-14 00:00:00, 买入价格：6.45"
600985,"
StockCode: 600985, Final Capital: 10578.00 CNY, Winning Rate: 33.33%,持仓：0, 最后一次购买日期为：2025-03-13 00:00:00, 买入价格：13.94"
600983,"
StockCode: 600983, Final Capital: 18215.00 CNY, Winning Rate: 87.50%,持仓：0, 最后一次购买日期为：2025-03-14 00:00:00, 买入价格：10.08"
600982,"
StockCode: 600982, Final Capital: 17901.00 CNY, Winning Rate: 90.00%,持仓：0, 最后一次购买日期为：2025-03-14 00:00:00, 买入价格：4.85"
600984,"
StockCode: 600984, Final Capital: 11468.86 CNY, Winning Rate: 50.00%,持仓：0, 最后一次购买日期为：2025-03-13 00:00:00, 买入价格：3.99"
600986,"
StockCode: 600986, Final Capital: 12298.80 CNY, Winning Rate: 55.56%,持仓：0, 最后一次购买日期为：2025-02-19 00:00:00, 买入价格：10.66"
600987,"
StockCode: 600987, Final Capital: 9784.57 CNY, Winning Rate: 42.86%,持仓：0, 最后一次购买日期为：2025-04-01 00:00:00, 买入价格：7.19"
600988,"
StockCode: 600988, Final Capital: 11402.78 CNY, Winning Rate: 54.55%,持仓：0, 最后一次购买日期为：2025-04-15 00:00:00, 买入价格：27.71"
600990,"
StockCode: 600990, Final Capital: 11044.99 CNY, Winning Rate: 40.00%,持仓：0, 最后一次购买日期为：2025-02-26 00:00:00, 买入价格：23.35"
600995,"
StockCode: 600995, Final Capital: 11721.03 CNY, Winning Rate: 62.50%,持仓：0, 最后一次购买日期为：2025-02-13 00:00:00, 买入价格：10.14"
600989,"
StockCode: 600989, Final Capital: 10325.03 CNY, Winning Rate: 45.45%,持仓：0, 最后一次购买日期为：2025-03-19 00:00:00, 买入价格：17.74"
600997,"
StockCode: 600997, Final Capital: 10270.14 CNY, Winning Rate: 50.00%,持仓：0, 最后一次购买日期为：2025-04-01 00:00:00, 买入价格：6.99"
600999,"
StockCode: 600999, Final Capital: 12961.73 CNY, Winning Rate: 37.50%,持仓：0, 最后一次购买日期为：2024-11-08 00:00:00, 买入价格：21.34"
601006,"
StockCode: 601006, Final Capital: 9754.00 CNY, Winning Rate: 55.56%,持仓：0, 最后一次购买日期为：2025-04-09 00:00:00, 买入价格：6.76"
601007,"
StockCode: 601007, Final Capital: 9241.60 CNY, Winning Rate: 30.00%,持仓：0, 最后一次购买日期为：2025-04-17 00:00:00, 买入价格：8.46"
601003,"
StockCode: 601003, Final Capital: 8765.85 CNY, Winning Rate: 22.22%,持仓：0, 最后一次购买日期为：2025-02-26 00:00:00, 买入价格：3.11"
601010,"
StockCode: 601010, Final Capital: 11247.96 CNY, Winning Rate: 44.44%,持仓：1, 最后一次购买日期为：2025-04-21 00:00:00, 买入价格：3.41"
601008,"
StockCode: 601008, Final Capital: 18153.62 CNY, Winning Rate: 66.67%,持仓：0, 最后一次购买日期为：2025-04-03 00:00:00, 买入价格：4.25"
601005,"
StockCode: 601005, Final Capital: 11881.00 CNY, Winning Rate: 40.00%,持仓：0, 最后一次购买日期为：2024-12-11 00:00:00, 买入价格：1.75"
600993,"
StockCode: 600993, Final Capital: 8464.74 CNY, Winning Rate: 27.27%,持仓：1, 最后一次购买日期为：2025-04-15 00:00:00, 买入价格：26.95"
601018,"
StockCode: 601018, Final Capital: 9158.18 CNY, Winning Rate: 41.67%,持仓：0, 最后一次购买日期为：2025-04-02 00:00:00, 买入价格：3.69"
601100,"
StockCode: 601100, Final Capital: 9231.00 CNY, Winning Rate: 33.33%,持仓：0, 最后一次购买日期为：2025-03-07 00:00:00, 买入价格：95.00"
601009,"
StockCode: 601009, Final Capital: 9981.92 CNY, Winning Rate: 27.27%,持仓：1, 最后一次购买日期为：2025-04-16 00:00:00, 买入价格：10.54"
601066,"
StockCode: 601066, Final Capital: 9815.18 CNY, Winning Rate: 33.33%,持仓：0, 最后一次购买日期为：2025-04-02 00:00:00, 买入价格：24.71"
601016,"
StockCode: 601016, Final Capital: 11694.41 CNY, Winning Rate: 62.50%,持仓：0, 最后一次购买日期为：2025-03-14 00:00:00, 买入价格：3.09"
601021,"
StockCode: 601021, Final Capital: 9503.96 CNY, Winning Rate: 41.67%,持仓：0, 最后一次购买日期为：2025-04-11 00:00:00, 买入价格：53.84"
601101,"
StockCode: 601101, Final Capital: 11612.69 CNY, Winning Rate: 62.50%,持仓：0, 最后一次购买日期为：2025-03-25 00:00:00, 买入价格：7.77"
601108,"
StockCode: 601108, Final Capital: 10154.93 CNY, Winning Rate: 33.33%,持仓：0, 最后一次购买日期为：2025-02-14 00:00:00, 买入价格：8.30"
601002,"
StockCode: 601002, Final Capital: 11450.30 CNY, Winning Rate: 62.50%,持仓：0, 最后一次购买日期为：2025-02-25 00:00:00, 买入价格：4.92"
601111,"
StockCode: 601111, Final Capital: 8590.34 CNY, Winning Rate: 27.27%,持仓：1, 最后一次购买日期为：2025-04-17 00:00:00, 买入价格：7.56"
601113,"
StockCode: 601113, Final Capital: 10292.00 CNY, Winning Rate: 45.45%,持仓：0, 最后一次购买日期为：2025-02-25 00:00:00, 买入价格：4.32"
601058,"
StockCode: 601058, Final Capital: 10217.07 CNY, Winning Rate: 50.00%,持仓：0, 最后一次购买日期为：2025-02-28 00:00:00, 买入价格：15.73"
601019,"
StockCode: 601019, Final Capital: 8576.00 CNY, Winning Rate: 33.33%,持仓：0, 最后一次购买日期为：2025-02-12 00:00:00, 买入价格：11.11"
600998,"
StockCode: 600998, Final Capital: 9512.30 CNY, Winning Rate: 30.00%,持仓：0, 最后一次购买日期为：2025-04-02 00:00:00, 买入价格：5.09"
601028,"
StockCode: 601028, Final Capital: 9612.00 CNY, Winning Rate: 40.00%,持仓：1, 最后一次购买日期为：2025-03-18 00:00:00, 买入价格：13.04"
601038,"
StockCode: 601038, Final Capital: 10852.26 CNY, Winning Rate: 42.86%,持仓：0, 最后一次购买日期为：2025-02-18 00:00:00, 买入价格：15.02"
601011,"
StockCode: 601011, Final Capital: 10712.23 CNY, Winning Rate: 30.00%,持仓：0, 最后一次购买日期为：2025-03-14 00:00:00, 买入价格：2.85"
601117,"
StockCode: 601117, Final Capital: 11351.91 CNY, Winning Rate: 57.14%,持仓：0, 最后一次购买日期为：2025-03-25 00:00:00, 买入价格：7.52"
600996,"
StockCode: 600996, Final Capital: 13991.00 CNY, Winning Rate: 55.56%,持仓：0, 最后一次购买日期为：2025-03-14 00:00:00, 买入价格：10.29"
601001,"
StockCode: 601001, Final Capital: 11097.00 CNY, Winning Rate: 42.86%,持仓：0, 最后一次购买日期为：2025-03-25 00:00:00, 买入价格：12.55"
601068,"
StockCode: 601068, Final Capital: 10621.43 CNY, Winning Rate: 66.67%,持仓：0, 最后一次购买日期为：2025-04-15 00:00:00, 买入价格：4.88"
601107,"
StockCode: 601107, Final Capital: 8923.00 CNY, Winning Rate: 37.50%,持仓：0, 最后一次购买日期为：2025-04-10 00:00:00, 买入价格：5.46"
601086,"
StockCode: 601086, Final Capital: 13207.93 CNY, Winning Rate: 36.36%,持仓：0, 最后一次购买日期为：2025-04-07 00:00:00, 买入价格：5.76"
601000,"
StockCode: 601000, Final Capital: 11454.00 CNY, Winning Rate: 83.33%,持仓：0, 最后一次购买日期为：2025-03-25 00:00:00, 买入价格：4.47"
601098,"
StockCode: 601098, Final Capital: 10326.49 CNY, Winning Rate: 50.00%,持仓：1, 最后一次购买日期为：2025-04-15 00:00:00, 买入价格：14.75"
601088,"
StockCode: 601088, Final Capital: 10282.00 CNY, Winning Rate: 70.00%,持仓：1, 最后一次购买日期为：2025-04-17 00:00:00, 买入价格：39.28"
600992,"
StockCode: 600992, Final Capital: 8649.00 CNY, Winning Rate: 20.00%,持仓：0, 最后一次购买日期为：2025-03-12 00:00:00, 买入价格：15.85"
601116,"
StockCode: 601116, Final Capital: 12398.00 CNY, Winning Rate: 44.44%,持仓：1, 最后一次购买日期为：2025-04-18 00:00:00, 买入价格：12.44"
601118,"
StockCode: 601118, Final Capital: 11210.84 CNY, Winning Rate: 44.44%,持仓：0, 最后一次购买日期为：2025-03-26 00:00:00, 买入价格：5.22"
601012,"
StockCode: 601012, Final Capital: 12149.00 CNY, Winning Rate: 80.00%,持仓：0, 最后一次购买日期为：2025-03-12 00:00:00, 买入价格：17.03"
601126,"
StockCode: 601126, Final Capital: 10565.12 CNY, Winning Rate: 50.00%,持仓：0, 最后一次购买日期为：2025-03-11 00:00:00, 买入价格：16.61"
601069,"
StockCode: 601069, Final Capital: 14308.44 CNY, Winning Rate: 70.00%,持仓：0, 最后一次购买日期为：2025-04-14 00:00:00, 买入价格：18.60"
601020,"
StockCode: 601020, Final Capital: 11846.00 CNY, Winning Rate: 61.54%,持仓：0, 最后一次购买日期为：2025-03-24 00:00:00, 买入价格：23.38"
601106,"
StockCode: 601106, Final Capital: 12989.00 CNY, Winning Rate: 40.00%,持仓：0, 最后一次购买日期为：2025-03-21 00:00:00, 买入价格：2.91"
601128,"
StockCode: 601128, Final Capital: 10946.72 CNY, Winning Rate: 44.44%,持仓：1, 最后一次购买日期为：2025-04-16 00:00:00, 买入价格：7.24"
601015,"
StockCode: 601015, Final Capital: 8468.20 CNY, Winning Rate: 12.50%,持仓：0, 最后一次购买日期为：2025-03-20 00:00:00, 买入价格：3.47"
601127,"
StockCode: 601127, Final Capital: 12751.00 CNY, Winning Rate: 37.50%,持仓：1, 最后一次购买日期为：2025-04-14 00:00:00, 买入价格：134.96"
601099,"
StockCode: 601099, Final Capital: 8292.28 CNY, Winning Rate: 14.29%,持仓：0, 最后一次购买日期为：2024-11-07 00:00:00, 买入价格：5.19"
601139,"
StockCode: 601139, Final Capital: 12344.00 CNY, Winning Rate: 100.00%,持仓：0, 最后一次购买日期为：2025-03-17 00:00:00, 买入价格：6.70"
601138,"
StockCode: 601138, Final Capital: 9433.61 CNY, Winning Rate: 40.00%,持仓：0, 最后一次购买日期为：2025-02-14 00:00:00, 买入价格：22.10"
601137,"
StockCode: 601137, Final Capital: 9995.63 CNY, Winning Rate: 33.33%,持仓：0, 最后一次购买日期为：2025-02-26 00:00:00, 买入价格：22.22"
601155,"
StockCode: 601155, Final Capital: 12223.00 CNY, Winning Rate: 40.00%,持仓：1, 最后一次购买日期为：2025-04-18 00:00:00, 买入价格：13.74"
601163,"
StockCode: 601163, Final Capital: 11375.00 CNY, Winning Rate: 75.00%,持仓：0, 最后一次购买日期为：2025-03-18 00:00:00, 买入价格：15.41"
601158,"
StockCode: 601158, Final Capital: 8967.68 CNY, Winning Rate: 33.33%,持仓：0, 最后一次购买日期为：2025-03-25 00:00:00, 买入价格：4.91"
601162,"
StockCode: 601162, Final Capital: 12245.00 CNY, Winning Rate: 28.57%,持仓：0, 最后一次购买日期为：2025-02-12 00:00:00, 买入价格：4.77"
601166,"
StockCode: 601166, Final Capital: 10178.22 CNY, Winning Rate: 61.54%,持仓：0, 最后一次购买日期为：2025-03-25 00:00:00, 买入价格：21.78"
601218,"
StockCode: 601218, Final Capital: 10791.69 CNY, Winning Rate: 40.00%,持仓：0, 最后一次购买日期为：2025-03-14 00:00:00, 买入价格：3.21"
601179,"
StockCode: 601179, Final Capital: 10097.58 CNY, Winning Rate: 33.33%,持仓：0, 最后一次购买日期为：2024-10-31 00:00:00, 买入价格：8.22"
601216,"
StockCode: 601216, Final Capital: 13394.47 CNY, Winning Rate: 60.00%,持仓：0, 最后一次购买日期为：2025-02-21 00:00:00, 买入价格：6.16"
601169,"
StockCode: 601169, Final Capital: 8768.97 CNY, Winning Rate: 18.18%,持仓：1, 最后一次购买日期为：2025-04-17 00:00:00, 买入价格：6.19"
601186,"
StockCode: 601186, Final Capital: 9499.66 CNY, Winning Rate: 28.57%,持仓：0, 最后一次购买日期为：2024-10-17 00:00:00, 买入价格：8.99"
601177,"
StockCode: 601177, Final Capital: 19773.00 CNY, Winning Rate: 66.67%,持仓：0, 最后一次购买日期为：2025-03-04 00:00:00, 买入价格：19.45"
601199,"
StockCode: 601199, Final Capital: 11499.00 CNY, Winning Rate: 60.00%,持仓：0, 最后一次购买日期为：2025-03-17 00:00:00, 买入价格：5.36"
601208,"
StockCode: 601208, Final Capital: 11114.68 CNY, Winning Rate: 50.00%,持仓：0, 最后一次购买日期为：2025-03-03 00:00:00, 买入价格：9.05"
601168,"
StockCode: 601168, Final Capital: 9862.91 CNY, Winning Rate: 44.44%,持仓：0, 最后一次购买日期为：2025-03-13 00:00:00, 买入价格：17.75"
601198,"
StockCode: 601198, Final Capital: 10693.79 CNY, Winning Rate: 30.00%,持仓：0, 最后一次购买日期为：2025-03-18 00:00:00, 买入价格：12.38"
601319,"
StockCode: 601319, Final Capital: 10737.60 CNY, Winning Rate: 41.67%,持仓：1, 最后一次购买日期为：2025-04-18 00:00:00, 买入价格：7.14"
601228,"
StockCode: 601228, Final Capital: 10974.00 CNY, Winning Rate: 57.14%,持仓：1, 最后一次购买日期为：2025-04-14 00:00:00, 买入价格：3.23"
601326,"
StockCode: 601326, Final Capital: 9819.56 CNY, Winning Rate: 66.67%,持仓：0, 最后一次购买日期为：2025-04-02 00:00:00, 买入价格：3.37"
601336,"
StockCode: 601336, Final Capital: 10486.17 CNY, Winning Rate: 63.64%,持仓：0, 最后一次购买日期为：2025-03-14 00:00:00, 买入价格：53.71"
601333,"
StockCode: 601333, Final Capital: 11002.00 CNY, Winning Rate: 50.00%,持仓：0, 最后一次购买日期为：2024-12-03 00:00:00, 买入价格：3.50"
601318,"
StockCode: 601318, Final Capital: 10528.57 CNY, Winning Rate: 40.00%,持仓：0, 最后一次购买日期为：2025-03-14 00:00:00, 买入价格：53.47"
601225,"
StockCode: 601225, Final Capital: 8918.02 CNY, Winning Rate: 14.29%,持仓：1, 最后一次购买日期为：2025-04-16 00:00:00, 买入价格：20.50"
601238,"
StockCode: 601238, Final Capital: 9337.21 CNY, Winning Rate: 28.57%,持仓：0, 最后一次购买日期为：2025-02-10 00:00:00, 买入价格：9.27"
601398,"
StockCode: 601398, Final Capital: 12749.00 CNY, Winning Rate: 81.82%,持仓：1, 最后一次购买日期为：2025-04-17 00:00:00, 买入价格：7.05"
601360,"
StockCode: 601360, Final Capital: 9504.22 CNY, Winning Rate: 37.50%,持仓：0, 最后一次购买日期为：2025-02-14 00:00:00, 买入价格：12.94"
601388,"
StockCode: 601388, Final Capital: 11120.00 CNY, Winning Rate: 50.00%,持仓：0, 最后一次购买日期为：2025-03-26 00:00:00, 买入价格：2.63"
601368,"
StockCode: 601368, Final Capital: 11054.56 CNY, Winning Rate: 62.50%,持仓：0, 最后一次购买日期为：2025-03-14 00:00:00, 买入价格：4.77"
601222,"
StockCode: 601222, Final Capital: 9829.00 CNY, Winning Rate: 50.00%,持仓：0, 最后一次购买日期为：2025-03-13 00:00:00, 买入价格：6.89"
601231,"
StockCode: 601231, Final Capital: 9619.00 CNY, Winning Rate: 46.15%,持仓：0, 最后一次购买日期为：2025-03-03 00:00:00, 买入价格：17.80"
601229,"
StockCode: 601229, Final Capital: 9468.41 CNY, Winning Rate: 41.18%,持仓：1, 最后一次购买日期为：2025-04-16 00:00:00, 买入价格：10.36"
601311,"
StockCode: 601311, Final Capital: 11139.00 CNY, Winning Rate: 55.56%,持仓：0, 最后一次购买日期为：2025-03-18 00:00:00, 买入价格：8.96"
601366,"
StockCode: 601366, Final Capital: 10399.87 CNY, Winning Rate: 42.86%,持仓：0, 最后一次购买日期为：2024-12-18 00:00:00, 买入价格：5.54"
601330,"
StockCode: 601330, Final Capital: 11828.02 CNY, Winning Rate: 60.00%,持仓：0, 最后一次购买日期为：2025-04-01 00:00:00, 买入价格：6.67"
601236,"
StockCode: 601236, Final Capital: 8723.26 CNY, Winning Rate: 12.50%,持仓：0, 最后一次购买日期为：2025-03-19 00:00:00, 买入价格：8.15"
601212,"
StockCode: 601212, Final Capital: 12781.16 CNY, Winning Rate: 57.14%,持仓：0, 最后一次购买日期为：2025-03-17 00:00:00, 买入价格：2.88"
601515,"
StockCode: 601515, Final Capital: 10888.00 CNY, Winning Rate: 37.50%,持仓：0, 最后一次购买日期为：2024-11-19 00:00:00, 买入价格：4.06"
601328,"
StockCode: 601328, Final Capital: 10743.92 CNY, Winning Rate: 58.33%,持仓：1, 最后一次购买日期为：2025-04-16 00:00:00, 买入价格：7.57"
601200,"
StockCode: 601200, Final Capital: 11267.82 CNY, Winning Rate: 50.00%,持仓：0, 最后一次购买日期为：2025-03-13 00:00:00, 买入价格：8.17"
601518,"
StockCode: 601518, Final Capital: 12951.52 CNY, Winning Rate: 66.67%,持仓：0, 最后一次购买日期为：2025-04-02 00:00:00, 买入价格：2.83"
601188,"
StockCode: 601188, Final Capital: 11589.17 CNY, Winning Rate: 50.00%,持仓：0, 最后一次购买日期为：2025-04-09 00:00:00, 买入价格：3.65"
601298,"
StockCode: 601298, Final Capital: 12471.00 CNY, Winning Rate: 66.67%,持仓：0, 最后一次购买日期为：2025-03-24 00:00:00, 买入价格：8.84"
601519,"
StockCode: 601519, Final Capital: 9866.56 CNY, Winning Rate: 28.57%,持仓：0, 最后一次购买日期为：2025-04-01 00:00:00, 买入价格：9.30"
601375,"
StockCode: 601375, Final Capital: 9929.95 CNY, Winning Rate: 14.29%,持仓：0, 最后一次购买日期为：2025-03-19 00:00:00, 买入价格：4.23"
601288,"
StockCode: 601288, Final Capital: 11590.47 CNY, Winning Rate: 66.67%,持仓：1, 最后一次购买日期为：2025-04-15 00:00:00, 买入价格：5.30"
601211,"
StockCode: 601211, Final Capital: 8980.21 CNY, Winning Rate: 11.11%,持仓：0, 最后一次购买日期为：2025-03-04 00:00:00, 买入价格：18.34"
601339,"
StockCode: 601339, Final Capital: 11185.00 CNY, Winning Rate: 42.86%,持仓：0, 最后一次购买日期为：2025-03-20 00:00:00, 买入价格：5.42"
601377,"
StockCode: 601377, Final Capital: 9706.19 CNY, Winning Rate: 42.86%,持仓：0, 最后一次购买日期为：2025-03-19 00:00:00, 买入价格：6.08"
601233,"
StockCode: 601233, Final Capital: 7812.46 CNY, Winning Rate: 27.27%,持仓：0, 最后一次购买日期为：2025-03-03 00:00:00, 买入价格：12.88"
601566,"
StockCode: 601566, Final Capital: 8440.59 CNY, Winning Rate: 27.27%,持仓：0, 最后一次购买日期为：2025-04-02 00:00:00, 买入价格：8.89"
601500,"
StockCode: 601500, Final Capital: 12954.00 CNY, Winning Rate: 66.67%,持仓：0, 最后一次购买日期为：2025-03-18 00:00:00, 买入价格：5.51"
601390,"
StockCode: 601390, Final Capital: 9317.56 CNY, Winning Rate: 40.00%,持仓：0, 最后一次购买日期为：2024-11-08 00:00:00, 买入价格：6.80"
601369,"
StockCode: 601369, Final Capital: 10859.43 CNY, Winning Rate: 50.00%,持仓：0, 最后一次购买日期为：2025-03-27 00:00:00, 买入价格：8.83"
601567,"
StockCode: 601567, Final Capital: 9362.86 CNY, Winning Rate: 25.00%,持仓：0, 最后一次购买日期为：2025-04-03 00:00:00, 买入价格：28.51"
601579,"
StockCode: 601579, Final Capital: 11588.82 CNY, Winning Rate: 50.00%,持仓：1, 最后一次购买日期为：2025-04-14 00:00:00, 买入价格：12.60"
601555,"
StockCode: 601555, Final Capital: 10588.00 CNY, Winning Rate: 57.14%,持仓：0, 最后一次购买日期为：2025-03-04 00:00:00, 买入价格：7.95"
601577,"
StockCode: 601577, Final Capital: 8073.10 CNY, Winning Rate: 33.33%,持仓：1, 最后一次购买日期为：2025-04-17 00:00:00, 买入价格：9.28"
601595,"
StockCode: 601595, Final Capital: 9292.54 CNY, Winning Rate: 33.33%,持仓：1, 最后一次购买日期为：2025-04-16 00:00:00, 买入价格：30.98"
